sample_id,national_id,English_Name,Chinese_Name,Personal_Name,Specialty,Positivity,Culture,Location,Ambiance,Pun_Creative,Relationship,Comments
420,3266,Canton House Restaurant,富丽华酒楼,,,1,,,1,,,
283,14137,Hunan Garden,湖南园,,,,,1,1,,,
3254,580,Square Garden Chinese Restaurant,方园,1,,,,,1,,,
3487,6122,China Fortune,福,,,1,,,,,,
2265,25377,Mr.Pang BBQ,胖哥烧烤,1,1,,,,,,,
1366,16758,Ming House Chinese Restaurant,明屋小馆,,,,,,1,,,
53,23504,Fortune Gourmet Kitchen,幸福楼酒家,,,1,,,1,,,
3057,104,China Garden,中华,,,,,1,,,,
1421,3762,CHINA EAST,中国园,,,,,1,1,,,
2906,17691,China King Super Buffet,帝王,,,1,,,,,,
1253,23661,151 Days,鸡汤屋,,1,,,,1,,,
2885,30145,Chang Jiang,"
长江",,,,1,,,,,
2214,29822,Yen Hing Dragon Restaurant,燃兴龙,,,1,1,,,,,
2731,9270,China Town,"
中国城",,,,,1,1,,,
2565,23713,Seafood Kingdom,皇朝大酒楼,,,1,,,1,,,
3237,23852,Yummy Time,美味时光,,,1,,,,,,
980,6470,Yummi Japan,寿司,,1,,,,,,,
2101,28582,Jing Jing Garden,晶晶家园,1,,,,,1,,,
3167,32508,Grandview Buffet,快乐庭,,,1,,,1,,,
2944,19523,New China Restaurant,欣华,,,1,,1,,,,
1875,23237,Blue Moon Cafe and Karaoke,"港式茶餐厅
",,1,,,1,,,,
1362,14516,Golden Wok,金福,,,1,,,,,,
1186,15748,Double Dragon,双龙,,,,1,,,,,
1655,7248,Taste of China,中国风味,,,,,1,,,,
3466,4306,China House,华园,,,,,1,1,,,
3193,20167,Tian Tian Lu Chuaner,天天,,,,,,,,,
2123,26628,Little Skewer,从前的小酒馆,,,,,,1,,,
1686,15871,Yummy House,香满楼,,,1,,,1,,,
777,29762,Hunan Palace,湖南宫,,,,,1,1,,,
1977,13260,Lam's Garden,林园,1,,,,,1,,,
2537,12869,Double Happiness Chinese Restaurant,囍,,,1,,,,,,
275,7411,Panda,熊猫,,,,1,,,,,
968,13363,Lamei Hot Pot,辣妹,,1,,,,,1,,？
1271,18558,Canton Garden,广东园,,,,,1,1,,,
608,3369,Hong Kong Island Chinese Restaurant,香港楼,,,,,1,1,,,
3818,12124,Double,得宝,,,1,,,,,,
1156,32478,Hunan Garden,湖南,,,,,1,,,,
1919,17411,A Taste of China,福园,,,1,,,1,,,
3965,853,China One,锦辉,,,1,,,,,,
2227,4579,Asian Paradise,亚洲城,,,,,1,1,,,
3875,9699,Elegant,富丽,,,1,,,,,,
99,5841,Hunan Star Restaurant,天湘楼,,,,,1,1,,,
1736,20931,Peking Chinese Restaurant,北京,,,,,1,,,,
1224,22092,Golden Fountain Restaurant,金泉,,,1,,,,,,
3800,6287,China chef,唐宫,,,,1,,1,,,
1682,10503,new King wok,金凤阁,,,1,1,,1,,,
3992,29685,Tsing Tsao South,青岛,,,,,1,,,,
1679,10953,NEW EAST WOK INC,东,,,,,1,,,,
2018,32128,King's Wok,皇厨,,,1,,,1,,,
2450,8893,Sky Dragon,天龙,,,,1,,,,,
509,11359,Annie's First Wok,第一家,,,1,,,,,,
3397,28644,North Garden,北园,,,,,1,1,,,
3929,20751,Run Da,红灯笼,,,1,1,,,,,
1470,30298,Shanghai Bistro,上海,,,,,1,,,,
356,16695,Panda Buffet,满圆,,,1,,,,,,
953,3399,Red Leaves Restaurant,红叶,,,1,,,,,,
