Unnamed: 0,sample_id,national_id,name,location_link,site,us_state,type,subtypes,Area,rating,has_name,CH_name,source,chatGPT_translations
384,797,21168,Hunan Express,"https://www.google.com/maps/place/Hunan+Express/@27.6676589,-97.28191439999999,14z/data=!4m8!1m2!2m1!1sHunan+Express!3m4!1s0x8668f76be0c1d36f:0xe2c1f93ad2d1341b!8m2!3d27.6676589!4d-97.28191439999999",http://www.hunanexpresscc.com/,Texas,Chinese restaurant,"Chinese restaurant, Delivery Chinese restaurant, Restaurant",2,3.8,1,湖南,"https://www.google.com/maps/place/Hunan+Express/@27.6676589,-97.2819144,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMstnPXr16EQ6PJVftdWekAPF2X1obk1XTob-Lj!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMstnPXr16EQ6PJVftdWekAPF2X1obk1XTob-Lj%3Dw203-h270-k-no!7i960!8i1280!4m12!1m2!2m1!1sHunan+Express!3m8!1s0x8668f76be0c1d36f:0xe2c1f93ad2d1341b!8m2!3d27.6676589!4d-97.2819144!10e5!14m1!1BCgIYIQ!16s%2Fg%2F1tv3p38x?entry=ttu",Hunan
1408,2936,632,CHINA DELIGHT CHINESE FOOD,"https://www.google.com/maps/place/CHINA+DELIGHT+CHINESE+FOOD/@39.3040279,-75.6054291,14z/data=!4m8!1m2!2m1!1sCHINA+DELIGHT+CHINESE+FOOD!3m4!1s0x89c771394261194f:0xb928b9a19169606e!8m2!3d39.3040279!4d-75.6054291",https://chinadelightchinesetogo.com/,Delaware,Chinese restaurant,Chinese restaurant,2,4.2,1,中华,"https://www.google.com/maps/place/CHINA+DELIGHT+CHINESE+FOOD/@39.3040279,-75.6054291,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNNTDaye5eytTUj0kTM9-GQRekG6zN8iirQuli_!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNNTDaye5eytTUj0kTM9-GQRekG6zN8iirQuli_%3Dw203-h270-k-no!7i3024!8i4032!4m17!1m7!3m6!1s0x89c771394261194f:0xb928b9a19169606e!2sCHINA+DELIGHT+CHINESE+FOOD!8m2!3d39.3040279!4d-75.6054291!16s%2Fg%2F1tgs1x65!3m8!1s0x89c771394261194f:0xb928b9a19169606e!8m2!3d39.3040279!4d-75.6054291!10e5!14m1!1BCgIYIQ!16s%2Fg%2F1tgs1x65?entry=ttu",China
1346,2794,19531,Family Garden Chinese Restaurant,"https://www.google.com/maps/place/Family+Garden+Chinese+Restaurant/@32.470812599999995,-85.091962,14z/data=!4m8!1m2!2m1!1sFamily+Garden+Chinese+Restaurant!3m4!1s0x888cc540f5707b21:0xe37bf89fbc273d1d!8m2!3d32.470812599999995!4d-85.091962",,Alabama,Chinese restaurant,Chinese restaurant,2,4.0,1,"
家园","https://www.google.com/maps/place/Family+Garden+Chinese+Restaurant/@32.4706246,-85.0919811,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipP8RHSSk_hAFKgUpHCIXd2b-G4vCsRgaQh5u_Wg!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipP8RHSSk_hAFKgUpHCIXd2b-G4vCsRgaQh5u_Wg%3Dw86-h86-k-no!7i1000!8i1000!4m15!1m7!3m6!1s0x888cc540f5707b21:0xe37bf89fbc273d1d!2sFamily+Garden+Chinese+Restaurant!8m2!3d32.4708126!4d-85.091962!16s%2Fg%2F1vp6_z3h!3m6!1s0x888cc540f5707b21:0xe37bf89fbc273d1d!8m2!3d32.4708126!4d-85.091962!10e5!16s%2Fg%2F1vp6_z3h?entry=ttu",Home Garden
1265,2630,15528,Sunflower Asian Cafe,"https://www.google.com/maps/place/Sunflower+Asian+Cafe/@39.574615099999995,-104.98910199999999,14z/data=!4m8!1m2!2m1!1sSunflower+Asian+Cafe!3m4!1s0x876c822bac4c787d:0xccb947710a52e042!8m2!3d39.574615099999995!4d-104.98910199999999",https://www.ordersunflowerasiancafe.com/,Colorado,Chinese restaurant,"Chinese restaurant, Asian restaurant, Restaurant",2,4.3,1,扬州馆,"https://www.google.com/maps/place/Sunflower+Asian+Cafe/@39.574557,-104.9893043,3a,75y/data=!3m8!1e2!3m6!1sAF1QipPsLbHAr_YQM0m55GpAtbi6kPxRkPCjrouNxhTz!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPsLbHAr_YQM0m55GpAtbi6kPxRkPCjrouNxhTz%3Dw114-h86-k-no!7i4032!8i3024!4m15!1m7!3m6!1s0x876c822bac4c787d:0xccb947710a52e042!2sSunflower+Asian+Cafe!8m2!3d39.5746151!4d-104.989102!16s%2Fg%2F1thnp829!3m6!1s0x876c822bac4c787d:0xccb947710a52e042!8m2!3d39.5746151!4d-104.989102!10e5!16s%2Fg%2F1thnp829?entry=ttu",Yangzhou House
722,1498,30099,Lin's Garden,"https://www.google.com/maps/place/Lin%27s+Garden/@42.7805366,-89.2967606,14z/data=!4m8!1m2!2m1!1sLin%27s+Garden!3m4!1s0x880631324ee7c115:0x6e693863cd1ab595!8m2!3d42.7805366!4d-89.2967606",,Wisconsin,Chinese restaurant,Chinese restaurant,1,4.3,1,林园,"https://www.google.com/maps/place/Lin's+Garden/@42.7803293,-89.2967722,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOxsBs17Lw6XWvf_FzL170Y6yC4_pz-m7EBdxMh!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOxsBs17Lw6XWvf_FzL170Y6yC4_pz-m7EBdxMh%3Dw203-h267-k-no!7i1080!8i1422!4m12!1m2!2m1!1sLin's+Garden!3m8!1s0x880631324ee7c115:0x6e693863cd1ab595!8m2!3d42.7805366!4d-89.2967606!10e5!14m1!1BCgIYIQ!16s%2Fg%2F1260f5851?entry=ttu",Lin's Garden
1009,2091,21930,Yummy House,"https://www.google.com/maps/place/Yummy+House/@43.3871727,-123.3291702,14z/data=!4m8!1m2!2m1!1sYummy+House!3m4!1s0x54c41d7a404288e9:0xe78b191f23704527!8m2!3d43.3871727!4d-123.3291702",https://yummyhousesutherlin.com/,Oregon,Chinese restaurant,Chinese restaurant,0,4.1,1,美味居,"https://www.google.com/maps/place/Yummy+House/@43.3873854,-123.3292384,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNN43GAbauCHXkW8nSuyEXzus6AKpS22HddKyJ1!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNN43GAbauCHXkW8nSuyEXzus6AKpS22HddKyJ1%3Dw203-h360-k-no!7i2160!8i3840!4m15!1m7!3m6!1s0x54c41d7a404288e9:0xe78b191f23704527!2sYummy+House!8m2!3d43.3871727!4d-123.3291702!16s%2Fg%2F1xgrmny0!3m6!1s0x54c41d7a404288e9:0xe78b191f23704527!8m2!3d43.3871727!4d-123.3291702!10e5!16s%2Fg%2F1xgrmny0?entry=ttu",Delicious Home
1870,3855,10072,Jing Fong,"https://www.google.com/maps/place/Jing+Fong/@40.718894899999995,-73.99907739999999,14z/data=!4m8!1m2!2m1!1sJing+Fong!3m4!1s0x89c2594c825d7d7f:0xeddd0c2dc0c477de!8m2!3d40.718894899999995!4d-73.99907739999999",http://jingfongny.com/,New York,Chinese restaurant,Chinese restaurant,2,4.1,1,金丰酒家,"https://www.google.com/maps/place/Jing+Fong/@40.7188949,-73.9990774,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMUuvlZyb1Kmsc3Jj46h4wsx9z2_XMzn889sBQE!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMUuvlZyb1Kmsc3Jj46h4wsx9z2_XMzn889sBQE%3Dw86-h114-k-no!7i3024!8i4032!4m10!1m2!2m1!1sJing+Fong!3m6!1s0x89c2594c825d7d7f:0xeddd0c2dc0c477de!8m2!3d40.7188949!4d-73.9990774!10e5!16s%2Fg%2F11q21hxmyl?entry=ttu",Golden Feng Liquor House
1891,3895,6874,Taste King,"https://www.google.com/maps/place/Taste+King/@40.1090436,-75.02501699999999,14z/data=!4m8!1m2!2m1!1sTaste+King!3m4!1s0x89c6b3723500b765:0xd6a415dddbafb90a!8m2!3d40.1090436!4d-75.02501699999999",https://www.tasteking.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Chinese takeaway, Japanese restaurant, Sushi restaurant, Sushi takeaway",2,4.3,1,华冠,"https://www.google.com/maps/place/Taste+King/@40.1091449,-75.0252217,3a,49.6y,156.24h,90.22t/data=!3m6!1e1!3m4!1sZWEMBUv9KJH8zHJQkkFsNQ!2e0!7i16384!8i8192!4m12!1m2!2m1!1sTaste+King!3m8!1s0x89c6b3723500b765:0xd6a415dddbafb90a!8m2!3d40.1090436!4d-75.025017!10e5!14m1!1BCgIgARICCAI!16s%2Fg%2F11rn7jp_v6?entry=ttu",China Crown
1179,2469,17450,Hunan,"https://www.google.com/maps/place/Hunan/@32.9314294,-96.4592062,14z/data=!4m8!1m2!2m1!1sHunan!3m4!1s0x864c01c8f11d8bc3:0x7813a15a60f179e0!8m2!3d32.9314294!4d-96.4592062",http://hunanrockwall.com/,Texas,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,4.0,1,湖南,"https://www.google.com/maps/place/Hunan/@32.9313265,-96.4595248,3a,75y,69.57h,90t/data=!3m6!1e1!3m4!1sPt7V_bx9x9lK3OE9LTDEqA!2e0!7i16384!8i8192!4m18!1m8!3m7!1s0x3420ba186987384d:0xcc21910be4ae2ce5!2sHunan,+China!3b1!8m2!3d28.1142216!4d112.9833341!16zL20vMDE2Njl0!3m8!1s0x864c01c8f11d8bc3:0x7813a15a60f179e0!8m2!3d32.9314294!4d-96.4592062!10e5!14m1!1BCgIgARICCAI!16s%2Fg%2F1tctxz0f?entry=ttu",Hunan
821,1690,618,China Wok,"https://www.google.com/maps/place/China+Wok/@39.2077417,-75.5700172,14z/data=!4m8!1m2!2m1!1sChina+Wok!3m4!1s0x89c77b60904dd42b:0x756d90a8778a738b!8m2!3d39.2077417!4d-75.5700172",,Delaware,Chinese restaurant,Chinese restaurant,2,3.6,1,昌兴,"https://www.google.com/maps/place/China+Wok/@39.2077417,-75.5700172,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMeyFNXZikFakpA0FJryqAbgggFi5Ket9PjByBk!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMeyFNXZikFakpA0FJryqAbgggFi5Ket9PjByBk%3Dw203-h270-k-no!7i3024!8i4032!4m12!1m2!2m1!1sChina+Wok!3m8!1s0x89c77b60904dd42b:0x756d90a8778a738b!8m2!3d39.2077417!4d-75.5700172!10e5!14m1!1BCgIYIQ!16s%2Fg%2F11p4mzkr1q?entry=ttu",Chang Xing
1202,2516,5437,Great Wall Szechuan House,"https://www.google.com/maps/place/Great+Wall+Szechuan+House/@38.910555599999995,-77.0316667,14z/data=!4m8!1m2!2m1!1sGreat+Wall+Szechuan+House!3m4!1s0x89b7b7ea217de743:0x33351f115da21efc!8m2!3d38.910555599999995!4d-77.0316667",http://www.greatwallszechuan.com/,District Of Columbia,Chinese restaurant,"Chinese restaurant, Sichuan restaurant",2,4.1,1,长城,"https://www.google.com/maps/place/Great+Wall+Szechuan+House/@38.910551,-77.0319483,3a,100.5y,90t/data=!3m8!1e2!3m6!1sAF1QipNCLU8y-ETBYGAh_VGFRITKRbs5yoMPKo2-CB49!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNCLU8y-ETBYGAh_VGFRITKRbs5yoMPKo2-CB49%3Dw86-h86-k-no!7i495!8i495!4m15!1m7!3m6!1s0x89b7b7ea217de743:0x33351f115da21efc!2sGreat+Wall+Szechuan+House!8m2!3d38.9105556!4d-77.0316667!16s%2Fg%2F1tjl6t1z!3m6!1s0x89b7b7ea217de743:0x33351f115da21efc!8m2!3d38.9105556!4d-77.0316667!10e5!16s%2Fg%2F1tjl6t1z?entry=ttu",Great Wall
148,301,21801,J'S RAILROAD CAFE,"https://www.google.com/maps/place/J%27S+RAILROAD+CAFE/@38.621378799999995,-121.4232603,14z/data=!4m8!1m2!2m1!1sJ%27S+RAILROAD+CAFE!3m4!1s0x809ad9eb4849c357:0x26ebfc4a03db448!8m2!3d38.621378799999995!4d-121.4232603",http://www.jsrailroadcafe.com/,California,Chinese restaurant,Chinese restaurant,2,4.3,1,万祥,"https://www.google.com/maps/place/J'S+RAILROAD+CAFE/@38.621437,-121.4233914,3a,42y,133.35h,96.69t/data=!3m6!1e1!3m4!1sizec775yWOiOoCYnwT98vg!2e0!7i16384!8i8192!4m17!1m7!3m6!1s0x809ad9eb4849c357:0x26ebfc4a03db448!2sJ'S+RAILROAD+CAFE!8m2!3d38.6213788!4d-121.4232603!16s%2Fg%2F11bxg14m_m!3m8!1s0x809ad9eb4849c357:0x26ebfc4a03db448!8m2!3d38.6213788!4d-121.4232603!10e5!14m1!1BCgIgARICCAI!16s%2Fg%2F11bxg14m_m?entry=ttu#",Wan Xiang
1650,3440,582,Dragon Cuisine,"https://www.google.com/maps/place/Dragon+Cuisine/@39.740649,-75.55136499999999,14z/data=!4m8!1m2!2m1!1sDragon+Cuisine!3m4!1s0x89c6fd69dc22a15b:0x6b5850bd788e60f0!8m2!3d39.740649!4d-75.55136499999999",https://mydragoncuisine.com/,Delaware,Chinese restaurant,"Chinese restaurant, American restaurant, Restaurant",2,3.7,1,龙之味,"https://www.google.com/maps/place/Dragon+Cuisine/@39.740649,-75.551365,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNuCvKkQ6E2yjFuZbHvowq4YB86YaDNG265DFzy!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNuCvKkQ6E2yjFuZbHvowq4YB86YaDNG265DFzy%3Dw203-h271-k-no!7i1038!8i1388!4m17!1m7!3m6!1s0x89c6fd69dc22a15b:0x6b5850bd788e60f0!2sDragon+Cuisine!8m2!3d39.740649!4d-75.551365!16s%2Fg%2F11b6vbv_zl!3m8!1s0x89c6fd69dc22a15b:0x6b5850bd788e60f0!8m2!3d39.740649!4d-75.551365!10e5!14m1!1BCgIYIQ!16s%2Fg%2F11b6vbv_zl?entry=ttu",Dragon's Taste
964,2002,24242,Peach Garden,"https://www.google.com/maps/place/Peach+Garden/@37.519691099999996,-121.9928171,14z/data=!4m8!1m2!2m1!1sPeach+Garden!3m4!1s0x808fbf5552e89e5d:0xe5300d2611ef1fa2!8m2!3d37.519691099999996!4d-121.9928171",https://newarkpeachgarden.com/,California,Chinese restaurant,Chinese restaurant,2,3.9,1,桃园村,"https://www.google.com/maps/place/Peach+Garden/@37.5196911,-121.9928171,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMQzswTzbwsesbOS5taHy_7wOH8uaIu-ENsMQSH!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMQzswTzbwsesbOS5taHy_7wOH8uaIu-ENsMQSH%3Dw121-h86-k-no!7i4015!8i2842!4m15!1m7!3m6!1s0x808fbf5552e89e5d:0xe5300d2611ef1fa2!2sPeach+Garden!8m2!3d37.5196911!4d-121.9928171!16s%2Fg%2F1tdz51rm!3m6!1s0x808fbf5552e89e5d:0xe5300d2611ef1fa2!8m2!3d37.5196911!4d-121.9928171!10e5!16s%2Fg%2F1tdz51rm?entry=ttu",Peach Garden Village
67,142,27496,China Wok,"https://www.google.com/maps/place/China+Wok/@40.5819221,-83.0937142,14z/data=!4m8!1m2!2m1!1sChina+Wok!3m4!1s0x88391aa497396241:0x749c01884c804c86!8m2!3d40.5819221!4d-83.0937142",https://www.menupix.com/menudirectory/menu.php?id=350004052,Ohio,Chinese restaurant,"Chinese restaurant, Restaurant",1,3.6,1,松竹楼餐馆,"https://www.google.com/maps/place/CHINA+WOK+RESTAURANT/@37.4060617,-122.1116807,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOgHVXixHKLWZ8ZUEyVYLSuBM4t45L3TF-_DwgD!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOgHVXixHKLWZ8ZUEyVYLSuBM4t45L3TF-_DwgD%3Dw114-h86-k-no!7i4080!8i3072!4m7!3m6!1s0x808fb1112a593e81:0x391221dc0e298375!8m2!3d37.4060617!4d-122.1116807!10e5!16s%2Fg%2F11rd2gz5xn?entry=ttu#",Pine Bamboo Building Restaurant
1420,2964,0,Happy Wok,"https://www.google.com/maps/place/Happy+Wok/@41.1915529,-73.4311197,14z/data=!4m8!1m2!2m1!1sHappy+Wok!3m4!1s0x89e802cdfb030dbd:0xf1cf445ab7e578a0!8m2!3d41.1915529!4d-73.4311197",https://www.wiltonhappywok.com/,Connecticut,Chinese restaurant,Chinese restaurant,2,4.1,1,快乐餐馆,"https://www.google.com/maps/place/Happy+Wok/@41.1914837,-73.4311172,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMTVrZ7GDt4qzSxXXsGGEjlquAINBA9zqJtMA3B!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMTVrZ7GDt4qzSxXXsGGEjlquAINBA9zqJtMA3B%3Dw86-h114-k-no!7i2789!8i3718!4m10!1m2!2m1!1sHappy+Wok!3m6!1s0x89e802cdfb030dbd:0xf1cf445ab7e578a0!8m2!3d41.1915529!4d-73.4311197!10e5!16s%2Fg%2F1tddbwrh?entry=ttu",Happy Restaurant
1892,3896,21148,China Garden of Tunica,"https://www.google.com/maps/place/China+Garden+of+Tunica/@34.6920942,-90.3760886,14z/data=!4m8!1m2!2m1!1sChina+Garden+of+Tunica!3m4!1s0x87d530acde31c0d7:0x41c4b2fafe34a1a3!8m2!3d34.6920942!4d-90.3760886",,Mississippi,Chinese restaurant,Chinese restaurant,0,4.1,1,中国酒家,"https://www.google.com/maps/place/China+Garden+of+Tunica/@34.692094,-90.3760656,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNv-OVLXg8MG7jzkTn-PpJeCBaui3jrj0ADprww!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNv-OVLXg8MG7jzkTn-PpJeCBaui3jrj0ADprww%3Dw189-h86-k-no!7i2123!8i965!4m15!1m7!3m6!1s0x87d530acde31c0d7:0x41c4b2fafe34a1a3!2sChina+Garden+of+Tunica!8m2!3d34.6920942!4d-90.3760886!16s%2Fg%2F1tp0f690!3m6!1s0x87d530acde31c0d7:0x41c4b2fafe34a1a3!8m2!3d34.6920942!4d-90.3760886!10e5!16s%2Fg%2F1tp0f690?entry=ttu",China Liquor House
872,1785,616,King Buffet,"https://www.google.com/maps/place/King+Buffet/@39.171850299999996,-75.5191055,14z/data=!4m8!1m2!2m1!1sKing+Buffet!3m4!1s0x89c764b6e31ca89f:0x662b3dcd8671d83f!8m2!3d39.171850299999996!4d-75.5191055",,Delaware,Chinese restaurant,"Chinese restaurant, Buffet restaurant, Wine bar",2,4.3,1,帝苑,"https://www.google.com/maps/place/King+Buffet/@39.1717918,-75.519046,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOLnMyhCOuxWReLId5gR9tTgLcbko86_OgfCTYn!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOLnMyhCOuxWReLId5gR9tTgLcbko86_OgfCTYn%3Dw203-h152-k-no!7i4032!8i3024!4m10!1m2!2m1!1sKing+Buffet!3m6!1s0x89c764b6e31ca89f:0x662b3dcd8671d83f!8m2!3d39.1718503!4d-75.5191055!10e5!16s%2Fg%2F1tk8d23w?entry=ttu",Emperor's Garden
85,181,22063,China Buffet,"https://www.google.com/maps/place/China+Buffet/@47.4385773,-120.32440849999999,14z/data=!4m8!1m2!2m1!1sChina+Buffet!3m4!1s0x549bcc9de990318b:0xc71cc108f467059c!8m2!3d47.4385773!4d-120.32440849999999",http://chinabuffetwenatchee.com/,Washington,Chinese restaurant,"Chinese restaurant, Buffet restaurant",2,3.3,1,食,"https://www.google.com/maps/place/China+Buffet/@47.4387824,-120.3244831,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipN0jPqQki2CL-ECKgoIH74K_zTq5GM2ugX5w-MC!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipN0jPqQki2CL-ECKgoIH74K_zTq5GM2ugX5w-MC%3Dw203-h135-k-no!7i5568!8i3712!4m10!1m2!2m1!1sChina+Buffet!3m6!1s0x549bcc9de990318b:0xc71cc108f467059c!8m2!3d47.4385773!4d-120.3244085!10e5!16s%2Fg%2F1wfcnw6_?entry=ttu",Food
1270,2643,17167,Asia Kitchen,"https://www.google.com/maps/place/Asia+Kitchen/@35.9226905,-84.0638148,14z/data=!4m8!1m2!2m1!1sAsia+Kitchen!3m4!1s0x885c2521e553deb1:0x1c126bffb8470093!8m2!3d35.9226905!4d-84.0638148",http://myasiakitchentn.com/,Tennessee,Chinese restaurant,Chinese restaurant,2,4.3,1,福临门,"https://www.google.com/maps/place/Asia+Kitchen/@35.9226905,-84.0638148,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPFvryWowh_3eELv-Khrca2jISXiDTTBrwOaCHj!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPFvryWowh_3eELv-Khrca2jISXiDTTBrwOaCHj%3Dw114-h86-k-no!7i4032!8i3024!4m15!1m7!3m6!1s0x885c2521e553deb1:0x1c126bffb8470093!2sAsia+Kitchen!8m2!3d35.9226905!4d-84.0638148!16s%2Fg%2F1vy7h91r!3m6!1s0x885c2521e553deb1:0x1c126bffb8470093!8m2!3d35.9226905!4d-84.0638148!10e5!16s%2Fg%2F1vy7h91r?entry=ttu",Fortune Arrives
179,362,32394,Five Star China Garden,"https://www.google.com/maps/place/Five+Star+China+Garden/@37.706876799999996,-89.8947434,14z/data=!4m8!1m2!2m1!1sFive+Star+China+Garden!3m4!1s0x8877dc66bb1c60e3:0x915c7c47566641f4!8m2!3d37.706876799999996!4d-89.8947434",http://five-star-china-garden.keeq.io/,Missouri,Chinese restaurant,Chinese restaurant,0,4.3,1,华园,"https://www.google.com/maps/place/Five+Star+China+Garden/@37.7067592,-89.8947505,3a,75y,3.65h,90t/data=!3m7!1e1!3m5!1s1R7rrQRiLM8IBic5xDotZA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D1R7rrQRiLM8IBic5xDotZA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D3.6488552%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m7!3m6!1s0x8877dc66bb1c60e3:0x915c7c47566641f4!2sFive+Star+China+Garden!8m2!3d37.7068768!4d-89.8947434!16s%2Fg%2F1tgm3m9t!3m6!1s0x8877dc66bb1c60e3:0x915c7c47566641f4!8m2!3d37.7068768!4d-89.8947434!10e5!16s%2Fg%2F1tgm3m9t?entry=ttu",China Garden
922,1909,22005,Northern Cafe,"https://www.google.com/maps/place/Northern+Cafe/@34.101487299999995,-118.32627459999999,14z/data=!4m8!1m2!2m1!1sNorthern+Cafe!3m4!1s0x80c2bf18c7fb5f53:0x383c246a8a914ef1!8m2!3d34.101487299999995!4d-118.32627459999999",https://website--4034874547817580279163-chineserestaurant.business.site/,California,Chinese restaurant,"Chinese restaurant, Chinese takeaway, Dumpling restaurant, Hot pot restaurant",2,3.9,1,颐丰园,"https://www.google.com/maps/place/Northern+Cafe/@34.1016404,-118.3263112,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipO3eTV09bOB17i3SgPrKwRb4UnWIB6_-YCKfJQv!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipO3eTV09bOB17i3SgPrKwRb4UnWIB6_-YCKfJQv%3Dw203-h158-k-no!7i1000!8i779!4m12!1m2!2m1!1sNorthern+Cafe!3m8!1s0x80c2bf18c7fb5f53:0x383c246a8a914ef1!8m2!3d34.1014873!4d-118.3262746!10e5!14m1!1BCgIYIQ!16s%2Fg%2F11fs_8j1wq?entry=ttu",Yi Feng Garden
1533,3173,6700,Be Happy Chinese Restaurant,"https://www.google.com/maps/place/Be+Happy+Chinese+Restaurant/@40.3456081,-75.9403105,14z/data=!4m8!1m2!2m1!1sBe+Happy+Chinese+Restaurant!3m4!1s0x89c6772ed27b36a3:0x9284e96218eb3408!8m2!3d40.3456081!4d-75.9403105",,Pennsylvania,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,3.8,1,大家乐,"https://www.google.com/maps/place/Be+Happy+Chinese+Restaurant/@40.3456081,-75.9403105,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPVLP44eKJE4rPaeFDn_zRdwSF9Gppvj5Hz9Mk!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPVLP44eKJE4rPaeFDn_zRdwSF9Gppvj5Hz9Mk%3Dw203-h360-k-no!7i2988!8i5312!4m17!1m7!3m6!1s0x89c6772ed27b36a3:0x9284e96218eb3408!2sBe+Happy+Chinese+Restaurant!8m2!3d40.3456081!4d-75.9403105!16s%2Fg%2F1tdl7243!3m8!1s0x89c6772ed27b36a3:0x9284e96218eb3408!8m2!3d40.3456081!4d-75.9403105!10e5!14m1!1BCgIYIQ!16s%2Fg%2F1tdl7243?entry=ttu",Everyone Happy
757,1567,17899,Cheng's Garden,"https://www.google.com/maps/place/Cheng%27s+Garden/@34.8316556,-92.1832149,14z/data=!4m8!1m2!2m1!1sCheng%27s+Garden!3m4!1s0x87d2bfcd68d8311d:0x4959295e113bb996!8m2!3d34.8316556!4d-92.1832149",https://www.chengsgardensherwood.com/,Arkansas,Chinese restaurant,Chinese restaurant,2,3.7,1,陈家园,"https://www.google.com/maps/place/Cheng's+Garden/@34.8319179,-92.183156,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPrtYEe5W3bUVVzgFZcKSZcebzkPI8GtocWnsps!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPrtYEe5W3bUVVzgFZcKSZcebzkPI8GtocWnsps%3Dw203-h360-k-no!7i1080!8i1920!4m10!1m2!2m1!1sCheng's+Garden!3m6!1s0x87d2bfcd68d8311d:0x4959295e113bb996!8m2!3d34.8316556!4d-92.1832149!10e5!16s%2Fg%2F11kps102s7?entry=ttu",Chen's Garden
1072,2225,22244,Frying Fish,"https://www.google.com/maps/place/Frying+Fish/@47.6270477,-122.1543171,14z/data=!4m8!1m2!2m1!1sFrying+Fish!3m4!1s0x54906c18070d141d:0x27f27668e007886c!8m2!3d47.6270477!4d-122.1543171",http://bellevuefryingfish.com/,Washington,Chinese restaurant,"Chinese restaurant, Family restaurant",2,4.3,1,沸腾渔乡,https://www.bellevuefryingfish.com/,Boiling Fish Village
