sample_id,national_id,name,location_link,site,us_state,type,subtypes,Area,rating,has_name,CH_name,source
1315,28943,Panda,"https://www.google.com/maps/place/Panda/@42.311706,-83.127175,14z/data=!4m8!1m2!2m1!1sPanda!3m4!1s0x883b3303f713766f:0xa16024e0d087835f!8m2!3d42.311706!4d-83.127175",,Michigan,Chinese restaurant,"Chinese restaurant, Asian restaurant, Restaurant",2,4.2,1,熊猫,"https://www.google.com/maps/place/Panda/@42.3114933,-83.1270468,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMtEdaQs3vUZ6mcDMV9NeRGpr7m898crKbZRqmi!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMtEdaQs3vUZ6mcDMV9NeRGpr7m898crKbZRqmi%3Dw114-h86-k-no!7i4032!8i3024!4m10!1m2!2m1!1sPanda!3m6!1s0x883b3303f713766f:0xa16024e0d087835f!8m2!3d42.311706!4d-83.127175!10e5!16s%2Fg%2F1tfk52wk?entry=ttu"
1316,26968,V's Asian Bistro,"https://www.google.com/maps/place/V%27s+Asian+Bistro/@38.5550204,-121.3345772,14z/data=!4m8!1m2!2m1!1sV%27s+Asian+Bistro!3m4!1s0x809ac34b18b823d3:0xdf9a0f549de8963f!8m2!3d38.5550204!4d-121.3345772",,California,Chinese restaurant,Chinese restaurant,2,4.4,1,兴荣,"https://www.google.com/maps/place/V's+Asian+Bistro/@38.5549943,-121.3348244,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMAaDFXMbRRnpeEGqCgtwkT-4_PprUtRG9mj7-_!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMAaDFXMbRRnpeEGqCgtwkT-4_PprUtRG9mj7-_%3Dw203-h270-k-no!7i750!8i1000!4m10!1m2!2m1!1sV's+Asian+Bistro!3m6!1s0x809ac34b18b823d3:0xdf9a0f549de8963f!8m2!3d38.5550204!4d-121.3345772!10e5!16s%2Fg%2F11hbnj2ryq?entry=ttu"
1317,5268,Golden Wok,"https://www.google.com/maps/place/Golden+Wok/@42.8144906,-72.0224776,14z/data=!4m8!1m2!2m1!1sGolden+Wok!3m4!1s0x89e1634a9623c3e1:0x56436f110ea4e7a8!8m2!3d42.8144906!4d-72.0224776",,New Hampshire,Chinese restaurant,"Chinese restaurant, Fast food restaurant",0,4.2,0,,
1318,30963,Chopstix Chinese Restaurant,"https://www.google.com/maps/place/Chopstix+Chinese+Restaurant/@42.4083471,-88.0292305,14z/data=!4m8!1m2!2m1!1sChopstix+Chinese+Restaurant!3m4!1s0x880f8572c2fe3a3f:0x5257605c0f939049!8m2!3d42.4083471!4d-88.0292305",http://www.chopstixchineselindenhurst.com/?utm_source=gmb,Illinois,Chinese restaurant,Chinese restaurant,1,4.1,0,,
1319,22191,Peking Palace Restaurant,"https://www.google.com/maps/place/Peking+Palace+Restaurant/@47.656732399999996,-117.2556709,14z/data=!4m8!1m2!2m1!1sPeking+Palace+Restaurant!3m4!1s0x549e20465bf97e79:0xb207da1ff8d8410c!8m2!3d47.656732399999996!4d-117.2556709",http://pekingpalacespokane.chinesemenu.com/,Washington,Chinese restaurant,Chinese restaurant,2,3.1,1,北京楼,"https://www.google.com/maps/place/Peking+Palace+Restaurant/@47.6570927,-117.2555438,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOsmfRpe6SaVW39jMAh_uQ72K0NlJUNhECKVnoq!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOsmfRpe6SaVW39jMAh_uQ72K0NlJUNhECKVnoq%3Dw152-h86-k-no!7i2560!8i1440!4m15!1m7!3m6!1s0x549e20465bf97e79:0xb207da1ff8d8410c!2sPeking+Palace+Restaurant!8m2!3d47.6567324!4d-117.2556709!16s%2Fg%2F1tddrxwp!3m6!1s0x549e20465bf97e79:0xb207da1ff8d8410c!8m2!3d47.6567324!4d-117.2556709!10e5!16s%2Fg%2F1tddrxwp?entry=ttu"
1320,15753,Mandarin Pine Restaurant,"https://www.google.com/maps/place/Mandarin+Pine+Restaurant/@46.411643999999995,-117.001515,14z/data=!4m8!1m2!2m1!1sMandarin+Pine+Restaurant!3m4!1s0x54a03550de615fc7:0xdb9ba0604015290e!8m2!3d46.411643999999995!4d-117.001515",https://mandarinpine.com/,Idaho,Chinese restaurant,"Chinese restaurant, Asian restaurant, Bar, Family restaurant, Restaurant",2,4.3,1,双华,"https://www.google.com/maps/place/Mandarin+Pine+Restaurant/@46.4116419,-117.0015505,13a,17.5y/data=!3m8!1e2!3m6!1sAF1QipNCV3f3G_zmWs_xGijahEd8sfScosmF9raOYKaF!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNCV3f3G_zmWs_xGijahEd8sfScosmF9raOYKaF%3Dw203-h270-k-no!7i3000!8i4000!4m17!1m7!3m6!1s0x54a03550de615fc7:0xdb9ba0604015290e!2sMandarin+Pine+Restaurant!8m2!3d46.411644!4d-117.001515!16s%2Fg%2F1tf23t5x!3m8!1s0x54a03550de615fc7:0xdb9ba0604015290e!8m2!3d46.411644!4d-117.001515!10e5!14m1!1BCgIgAQ!16s%2Fg%2F1tf23t5x?entry=ttu"
1321,15852,Peking,"https://www.google.com/maps/place/Peking/@45.8957062,-111.5526249,14z/data=!4m8!1m2!2m1!1sPeking!3m4!1s0x535ad31bfef10533:0xd2b0035433aa8395!8m2!3d45.8957062!4d-111.5526249",,Montana,Chinese restaurant,Chinese restaurant,0,4.5,1,北京,"https://www.google.com/maps/place/Peking/@45.8955013,-111.5524104,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOU18CH48-tzCqQxC1iqPTOupFkiGpYy1VYPYaF!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOU18CH48-tzCqQxC1iqPTOupFkiGpYy1VYPYaF%3Dw114-h86-k-no!7i4032!8i3024!4m16!1m8!3m7!1s0x35f05296e7142cb9:0xb9625620af0fa98a!2sBeijing,+China!3b1!8m2!3d39.904211!4d116.407395!16zL20vMDE5MTQ!3m6!1s0x535ad31bfef10533:0xd2b0035433aa8395!8m2!3d45.8957062!4d-111.5526249!10e5!16s%2Fg%2F1tfql1c3?entry=ttu"
1322,16231,Happy Dragon Chinese Express,"https://www.google.com/maps/place/Happy+Dragon+Chinese+Express/@40.297989099999995,-111.73494939999999,14z/data=!4m8!1m2!2m1!1sHappy+Dragon+Chinese+Express!3m4!1s0x874d9b352719a8bd:0xaa9f6b3fb864908!8m2!3d40.297989099999995!4d-111.73494939999999",http://gohappydragons.com/,Utah,Chinese restaurant,"Chinese restaurant, Fast food restaurant",2,4.1,0,,
1323,30795,Golden Bowl Restaurant,"https://www.google.com/maps/place/Golden+Bowl+Restaurant/@43.521083,-96.73230199999999,14z/data=!4m8!1m2!2m1!1sGolden+Bowl+Restaurant!3m4!1s0x878eb5e6b24e6d23:0xec328a2a48c48cd7!8m2!3d43.521083!4d-96.73230199999999",https://m.facebook.com/Golden-Bowl-Chinese-Restaurant-1550945658524104/,South Dakota,Chinese restaurant,"Chinese restaurant, Latin American restaurant, Seafood restaurant",2,4.4,1,金宝,"https://www.google.com/maps/place/Golden+Bowl+Restaurant/@43.521083,-96.732302,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipP2B1cLYvxTCtWvUr3a-YeMkRK5je2GHWlDgzRM!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipP2B1cLYvxTCtWvUr3a-YeMkRK5je2GHWlDgzRM%3Dw114-h86-k-no!7i4000!8i3000!4m15!1m7!3m6!1s0x878eb5e6b24e6d23:0xec328a2a48c48cd7!2sGolden+Bowl+Restaurant!8m2!3d43.521083!4d-96.732302!16s%2Fg%2F1tdh4c5_!3m6!1s0x878eb5e6b24e6d23:0xec328a2a48c48cd7!8m2!3d43.521083!4d-96.732302!10e5!16s%2Fg%2F1tdh4c5_?entry=ttu"
1324,15954,Ling & Louie's Asian Bar and Grill,"https://www.google.com/maps/place/Ling+%26+Louie%27s+Asian+Bar+and+Grill/@43.603375899999996,-116.3540941,14z/data=!4m8!1m2!2m1!1sLing+%26+Louie%27s+Asian+Bar+and+Grill!3m4!1s0x54ae56a907f751ad:0x9a238ae3438069b4!8m2!3d43.603375899999996!4d-116.3540941",https://www.lingandlouies.com/,Idaho,Chinese restaurant,"Chinese restaurant, Bar & grill, Asian fusion restaurant, Sushi restaurant, Thai restaurant",2,4.4,0,,
1325,30838,China Garden Restaurant,"https://www.google.com/maps/place/China+Garden+Restaurant/@44.6718659,-103.85402599999999,14z/data=!4m8!1m2!2m1!1sChina+Garden+Restaurant!3m4!1s0x533283e7bb34fb29:0x571d6385459da8db!8m2!3d44.6718659!4d-103.85402599999999",https://newchinagardenbellefourche.business.site/?m=true,South Dakota,Chinese restaurant,Chinese restaurant,0,4.5,1,华苑,"https://www.google.com/maps/place/China+Garden+Restaurant/@44.6718952,-103.8535883,3a,15.4y,251.51h,97.09t/data=!3m7!1e1!3m5!1sNz0Pwaoa5R-eYFQJii_hHw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DNz0Pwaoa5R-eYFQJii_hHw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D264.56985%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m12!1m2!2m1!1sChina+Garden+Restaurant!3m8!1s0x533283e7bb34fb29:0x571d6385459da8db!8m2!3d44.6718659!4d-103.854026!10e5!14m1!1BCgIgARICCAI!16s%2Fg%2F1tqckwvj?entry=ttu"
1326,5459,Tony Cheng,"https://www.google.com/maps/place/Tony+Cheng/@38.9001178,-77.020831,14z/data=!4m8!1m2!2m1!1sTony+Cheng!3m4!1s0x89b7b78de5ac6453:0x7a5ec10ad862ef8c!8m2!3d38.9001178!4d-77.020831",http://www.tonychengmongolianrestaurant.com/,District Of Columbia,Chinese restaurant,Chinese restaurant,2,3.7,1,成吉思汗大饭店,"https://www.google.com/maps/place/Tony+Cheng/@38.8998184,-77.0208284,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMV4iCaB5qYPvE7Ay9rXzKv9QrE6IYRNxbj96xm!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMV4iCaB5qYPvE7Ay9rXzKv9QrE6IYRNxbj96xm%3Dw86-h114-k-no!7i3000!8i4000!4m15!1m7!3m6!1s0x89b7b78de5ac6453:0x7a5ec10ad862ef8c!2sTony+Cheng!8m2!3d38.9001178!4d-77.020831!16s%2Fg%2F1tc_m0mk!3m6!1s0x89b7b78de5ac6453:0x7a5ec10ad862ef8c!8m2!3d38.9001178!4d-77.020831!10e5!16s%2Fg%2F1tc_m0mk?entry=ttu"
1327,7011,New Yummy,"https://www.google.com/maps/place/New+Yummy/@40.0600563,-75.1499825,14z/data=!4m8!1m2!2m1!1sNew+Yummy!3m4!1s0x89c6b75e61359c8b:0x76594d58f8e17895!8m2!3d40.0600563!4d-75.1499825",http://new-yummy.poi.place/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.8,0,,
1328,9080,Chinese Friendship Restaurant,"https://www.google.com/maps/place/Chinese+Friendship+Restaurant/@40.7102408,-74.2165894,14z/data=!4m8!1m2!2m1!1sChinese+Friendship+Restaurant!3m4!1s0x89c2532aeab9c6c7:0x1151906603e89e88!8m2!3d40.7102408!4d-74.2165894",,New Jersey,Chinese restaurant,Chinese restaurant,2,4.3,0,,
1329,28471,Sake Asian Fusion,"https://www.google.com/maps/place/Sake+Asian+Fusion/@41.6816381,-86.895568,14z/data=!4m8!1m2!2m1!1sSake+Asian+Fusion!3m4!1s0x881109bf40f01fa5:0x15947b6351ee36dc!8m2!3d41.6816381!4d-86.895568",http://www.sakeasianfusionmc.com/,Indiana,Chinese restaurant,"Chinese restaurant, Asian fusion restaurant, Restaurant, Sushi restaurant",2,4.4,0,,
1330,5201,North Hot Pot,"https://www.google.com/maps/place/North+Hot+Pot/@42.3728762,-72.4997684,14z/data=!4m8!1m2!2m1!1sNorth+Hot+Pot!3m4!1s0x89e6cdecb0f2fe03:0x9d39af4d7e2cbe70!8m2!3d42.3728762!4d-72.4997684",,Massachusetts,Hot pot restaurant,"Hot pot restaurant, Mandarin restaurant",2,4.8,1,北方火锅,"https://www.google.com/maps/place/North+Hot+Pot/@42.3728762,-72.4995451,4a,60.4y/data=!3m8!1e2!3m6!1sAF1QipNc2vOcruOLeZXNeCmazkXPrJPjB76sj4XhuctS!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNc2vOcruOLeZXNeCmazkXPrJPjB76sj4XhuctS%3Dw114-h86-k-no!7i4032!8i3024!4m15!1m7!3m6!1s0x89e6cdecb0f2fe03:0x9d39af4d7e2cbe70!2sNorth+Hot+Pot!8m2!3d42.3728762!4d-72.4997684!16s%2Fg%2F11fjyz_032!3m6!1s0x89e6cdecb0f2fe03:0x9d39af4d7e2cbe70!8m2!3d42.3728762!4d-72.4997684!10e5!16s%2Fg%2F11fjyz_032?entry=ttu"
1331,13173,Chin Garden,"https://www.google.com/maps/place/Chin+Garden/@35.249646,-80.7798107,14z/data=!4m8!1m2!2m1!1sChin+Garden!3m4!1s0x88541fb1008adb93:0x1605abcc64ea49aa!8m2!3d35.249646!4d-80.7798107",,North Carolina,Chinese restaurant,Chinese restaurant,2,4.1,0,,
1332,13353,Hong Kong Buffet,"https://www.google.com/maps/place/Hong+Kong+Buffet/@41.7808704,-71.4650722,14z/data=!4m8!1m2!2m1!1sHong+Kong+Buffet!3m4!1s0x89e44f3aaf4e2251:0xd5fe365942c6d0d!8m2!3d41.7808704!4d-71.4650722",http://www.hongkongbuffetri.com/,Rhode Island,Chinese restaurant,"Chinese restaurant, Caterer",2,4.2,1,香港楼,"https://www.google.com/maps/place/Hong+Kong+Buffet/@41.7808499,-71.4651687,6a,32.5y/data=!3m8!1e2!3m6!1sAF1QipPWrr_q2P-q1xkQe4z_cvIsEryB0PwHExvIqx2j!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPWrr_q2P-q1xkQe4z_cvIsEryB0PwHExvIqx2j%3Dw203-h270-k-no!7i3000!8i4000!4m10!1m2!2m1!1sHong+Kong+Buffet!3m6!1s0x89e44f3aaf4e2251:0xd5fe365942c6d0d!8m2!3d41.7808704!4d-71.4650722!10e5!16s%2Fg%2F1vtzj6tc?entry=ttu"
1333,5859,Super Garden,"https://www.google.com/maps/place/Super+Garden/@40.0201145,-75.0804648,14z/data=!4m8!1m2!2m1!1sSuper+Garden!3m4!1s0x89c6b66640e16e79:0xeb806fcae32778ac!8m2!3d40.0201145!4d-75.0804648",,Pennsylvania,Chinese restaurant,"Chinese restaurant, Takeout Restaurant",2,4,1,超园,"https://www.google.com/maps/@40.0201467,-75.0805347,3a,60.6y,115.64h,111.44t/data=!3m7!1e1!3m5!1s35xNflYiIcwoy0dK2VJ0ZQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D35xNflYiIcwoy0dK2VJ0ZQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D83.90584%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
1334,1625,China Garden,"https://www.google.com/maps/place/China+Garden/@28.6993732,-81.2631016,14z/data=!4m8!1m2!2m1!1sChina+Garden!3m4!1s0x88e76c6df2603f3b:0xe9e85f717c79d9aa!8m2!3d28.6993732!4d-81.2631016",,Florida,Chinese restaurant,"Chinese restaurant, Restaurant",2,4.2,0,,
1335,1639,China Chef,"https://www.google.com/maps/place/China+Chef/@28.801701899999998,-82.00795,14z/data=!4m8!1m2!2m1!1sChina+Chef!3m4!1s0x88e7e90d3c4187c1:0xc1899cb6d64ffb49!8m2!3d28.801701899999998!4d-82.00795",http://chinachefvillages.com/,Florida,Chinese restaurant,Chinese restaurant,2,3.3,0,,
1336,18047,Golden Dragon Restaurant,"https://www.google.com/maps/place/Golden+Dragon+Restaurant/@34.9615903,-90.04485299999999,14z/data=!4m8!1m2!2m1!1sGolden+Dragon+Restaurant!3m4!1s0x87d563c544ec8733:0x123135b34411b5b7!8m2!3d34.9615903!4d-90.04485299999999",http://www.goldendragonhornlake.com/,Mississippi,Chinese restaurant,"Chinese restaurant, Restaurant",2,4.1,0,,
1337,29264,Chinese Family Buffet,"https://www.google.com/maps/place/Chinese+Family+Buffet/@42.7304154,-84.4633587,14z/data=!4m8!1m2!2m1!1sChinese+Family+Buffet!3m4!1s0x8822c29e1bb637c5:0x67fafa4a668ae7ed!8m2!3d42.7304154!4d-84.4633587",,Michigan,Chinese restaurant,"Chinese restaurant, Restaurant",2,3,0,,
1338,1136,Hunan Wok,"https://www.google.com/maps/place/Hunan+Wok/@26.051306,-80.1370756,14z/data=!4m8!1m2!2m1!1sHunan+Wok!3m4!1s0x88d9aaf423009541:0x7e0ef2a2944012d7!8m2!3d26.051306!4d-80.1370756",https://hunanwokrestaurant.weebly.com/,Florida,Chinese restaurant,"Chinese restaurant, Restaurant",2,4.2,0,,
1339,3789,Chung Wah Restaurant,"https://www.google.com/maps/place/Chung+Wah+Restaurant/@39.2928023,-76.7308491,14z/data=!4m8!1m2!2m1!1sChung+Wah+Restaurant!3m4!1s0x89c81c0320d6e1e1:0x7dfdf4af2feb49bf!8m2!3d39.2928023!4d-76.7308491",http://www.chungwahbaltimore.com/?utm_source=gmb,Maryland,Chinese restaurant,"Chinese restaurant, Restaurant",2,4,1,中华酒家,"https://www.google.com/maps/place/Chung+Wah+Restaurant/@39.292823,-76.7309761,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPXN9kETBYIAiUMPlVaKkweyhiemmgvI4RBhmUX!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPXN9kETBYIAiUMPlVaKkweyhiemmgvI4RBhmUX%3Dw203-h270-k-no!7i3000!8i4000!4m15!1m7!3m6!1s0x89c81c0320d6e1e1:0x7dfdf4af2feb49bf!2sChung+Wah+Restaurant!8m2!3d39.2928023!4d-76.7308491!16s%2Fg%2F1261m5fsf!3m6!1s0x89c81c0320d6e1e1:0x7dfdf4af2feb49bf!8m2!3d39.2928023!4d-76.7308491!10e5!16s%2Fg%2F1261m5fsf?entry=ttu"
1340,25059,Silver Dragon,"https://www.google.com/maps/place/Silver+Dragon/@45.6371141,-122.63272649999999,14z/data=!4m8!1m2!2m1!1sSilver+Dragon!3m4!1s0x5495af6813aa8831:0x6a06cc297a2ecb6e!8m2!3d45.6371141!4d-122.63272649999999",https://silverdragontogo.com/,Washington,Chinese restaurant,Chinese restaurant,2,3.9,1,银龙,"https://www.google.com/maps/place/Silver+Dragon/@45.6372674,-122.6327968,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipN2TgygIcBLNPBu8s-xAQ7mJp6ZHFrW9R7xEzd2!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipN2TgygIcBLNPBu8s-xAQ7mJp6ZHFrW9R7xEzd2%3Dw203-h152-k-no!7i4096!8i3072!4m10!1m2!2m1!1sSilver+Dragon!3m6!1s0x5495af6813aa8831:0x6a06cc297a2ecb6e!8m2!3d45.6371141!4d-122.6327265!10e5!16s%2Fg%2F1tj9t154?entry=ttu"
1341,306,Pearl East,"https://www.google.com/maps/place/Pearl+East/@41.070937,-73.524138,14z/data=!4m8!1m2!2m1!1sPearl+East!3m4!1s0x89c2a1ba831e8a97:0xc470061bffa1f90c!8m2!3d41.070937!4d-73.524138",https://www.pearleastct.com/,Connecticut,Chinese restaurant,"Chinese restaurant, Japanese restaurant, Sushi restaurant, Sushi takeaway",2,4.2,1,东海楼,"https://www.google.com/maps/place/Pearl+East/@41.070937,-73.524138,9a,53.5y/data=!3m8!1e2!3m6!1sAF1QipOd0EY0Ab9szf7yq7NAPvnQL823vF0ndNK4cu2v!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOd0EY0Ab9szf7yq7NAPvnQL823vF0ndNK4cu2v%3Dw86-h114-k-no!7i3024!8i4032!4m10!1m2!2m1!1sPearl+East!3m6!1s0x89c2a1ba831e8a97:0xc470061bffa1f90c!8m2!3d41.070937!4d-73.524138!10e5!16s%2Fg%2F11btrrlrxf?entry=ttu"
1342,3970,Great Wall,"https://www.google.com/maps/place/Great+Wall/@38.6985397,-75.7876809,14z/data=!4m8!1m2!2m1!1sGreat+Wall!3m4!1s0x89b85eb4c2044fbb:0xac5789429a775bdd!8m2!3d38.6985397!4d-75.7876809",,Maryland,Chinese restaurant,Chinese restaurant,0,4.4,0,,
1343,21605,Wok-In Cafeteria,"https://www.google.com/maps/place/Wok-In+Cafeteria/@37.743645199999996,-122.3836978,14z/data=!4m8!1m2!2m1!1sWok-In+Cafeteria!3m4!1s0x808f7f0a3c563a15:0xf1e672e28117d51f!8m2!3d37.743645199999996!4d-122.3836978",,California,Chinese restaurant,Chinese restaurant,2,4.2,0,,
1344,22114,Hong Kong Express,"https://www.google.com/maps/place/Hong+Kong+Express/@33.8735244,-118.08071,14z/data=!4m8!1m2!2m1!1sHong+Kong+Express!3m4!1s0x80dd2d11c85f3f9b:0x382367f8609d68d6!8m2!3d33.8735244!4d-118.08071",http://hong-kong-express-artesia.poi.place/,California,Chinese restaurant,Chinese restaurant,2,3.9,0,,
1345,17439,China Star,"https://www.google.com/maps/place/China+Star/@39.0191162,-84.5752382,14z/data=!4m8!1m2!2m1!1sChina+Star!3m4!1s0x8841b901156a01ff:0x2747e97916674c24!8m2!3d39.0191162!4d-84.5752382",https://www.chinastaredgewood.com/,Kentucky,Chinese restaurant,Chinese restaurant,2,4.2,0,,
1346,1759,China Star,"https://www.google.com/maps/place/China+Star/@28.016413,-82.7763885,14z/data=!4m8!1m2!2m1!1sChina+Star!3m4!1s0x88c2f22af1a7d597:0x8e1a1b918d9a6cda!8m2!3d28.016413!4d-82.7763885",,Florida,Chinese restaurant,Chinese restaurant,2,4.1,1,华星,"https://www.google.com/maps/place/China+Star/@28.016413,-82.7763885,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOftXpyyQqtrTmp9LpffmZ5GBydBwHxYo9_H5Gr!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOftXpyyQqtrTmp9LpffmZ5GBydBwHxYo9_H5Gr%3Dw203-h270-k-no!7i3000!8i4000!4m12!1m2!2m1!1sChina+Star!3m8!1s0x88c2f22af1a7d597:0x8e1a1b918d9a6cda!8m2!3d28.016413!4d-82.7763885!10e5!14m1!1BCgIYIQ!16s%2Fg%2F1hc5mn3j2?entry=ttu"
1347,13932,New China Restaurant,"https://www.google.com/maps/place/New+China+Restaurant/@33.9881016,-81.2443756,14z/data=!4m8!1m2!2m1!1sNew+China+Restaurant!3m4!1s0x88f89731a209d131:0x60cc364f966e3f31!8m2!3d33.9881016!4d-81.2443756",http://www.newchinalexington.com/?utm_source=gmb,South Carolina,Chinese restaurant,Chinese restaurant,2,4.1,0,,
1348,23164,Frank's Hot Wok,"https://www.google.com/maps/place/Frank%27s+Hot+Wok/@38.5828005,-121.48298849999999,14z/data=!4m8!1m2!2m1!1sFrank%27s+Hot+Wok!3m4!1s0x809ad0d174fa58b3:0x5b8734e2e6671cb6!8m2!3d38.5828005!4d-121.48298849999999",,California,Chinese restaurant,Chinese restaurant,2,1.5,0,,
1349,30813,King Buffet And Mongolian Grill,"https://www.google.com/maps/place/King+Buffet+And+Mongolian+Grill/@42.9081822,-97.3981645,14z/data=!4m8!1m2!2m1!1sKing+Buffet+And+Mongolian+Grill!3m4!1s0x878fa059ad696cc5:0x3c2dd9e4c07c0d5!8m2!3d42.9081822!4d-97.3981645",,South Dakota,Chinese restaurant,"Chinese restaurant, Buffet restaurant",1,4.2,0,,
1350,32937,Panda To Go,"https://www.google.com/maps/place/Panda+To+Go/@38.6670054,-96.9458358,14z/data=!4m8!1m2!2m1!1sPanda+To+Go!3m4!1s0x87bc65bccdcaa48b:0xfce7029551656a04!8m2!3d38.6670054!4d-96.9458358",http://facebook.com/PandatogoHeringtonks,Kansas,Chinese restaurant,Chinese restaurant,0,3.7,1,熊猫,https://www.facebook.com/PandatogoHeringtonks
1351,10445,China King,"https://www.google.com/maps/place/China+King/@40.712244,-73.786208,14z/data=!4m8!1m2!2m1!1sChina+King!3m4!1s0x89c2611963039247:0x2d936a04631fafbb!8m2!3d40.712244!4d-73.786208",https://www.facebook.com/chinakinghillside/,New York,Chinese restaurant,"Chinese restaurant, Asian restaurant, Delivery Restaurant, Restaurant",2,3.8,1,大宏,"https://www.google.com/maps/place/China+King/@40.7121321,-73.7861135,3a,75y,323.89h,90t/data=!3m7!1e1!3m5!1ssPzP4ZqzgdNvmMpYS0EtXQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DsPzP4ZqzgdNvmMpYS0EtXQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D323.89005%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m12!1m2!2m1!1sChina+King!3m8!1s0x89c2611963039247:0x2d936a04631fafbb!8m2!3d40.712244!4d-73.786208!10e5!14m1!1BCgIgARICCAI!16s%2Fg%2F1tdcbqy0?entry=ttu"
1352,15835,Chinatown Restaurant,"https://www.google.com/maps/place/Chinatown+Restaurant/@44.660361599999995,-111.100359,14z/data=!4m8!1m2!2m1!1sChinatown+Restaurant!3m4!1s0x5351b9bec6d5da79:0x41a7151a237ab90e!8m2!3d44.660361599999995!4d-111.100359",https://chinatownmt.kwickmenu.com/,Montana,Chinese restaurant,Chinese restaurant,0,3.1,1,华城,"https://www.google.com/maps/place/Chinatown+Restaurant/@44.6603541,-111.1003547,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOcyqzmZkQN-7RbWOsgEAg8MIXk-v7R9EnFRxVl!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOcyqzmZkQN-7RbWOsgEAg8MIXk-v7R9EnFRxVl%3Dw114-h86-k-no!7i4080!8i3072!4m15!1m7!3m6!1s0x5351b9bec6d5da79:0x41a7151a237ab90e!2sChinatown+Restaurant!8m2!3d44.6603616!4d-111.100359!16s%2Fg%2F1tcx6p8p!3m6!1s0x5351b9bec6d5da79:0x41a7151a237ab90e!8m2!3d44.6603616!4d-111.100359!10e5!16s%2Fg%2F1tcx6p8p?entry=ttu"
1353,19640,Panda Chinese Restaurant,"https://www.google.com/maps/place/Panda+Chinese+Restaurant/@33.2499549,-95.8998677,14z/data=!4m8!1m2!2m1!1sPanda+Chinese+Restaurant!3m4!1s0x864bc62a6996b1c9:0xa4ffdca8d72a578d!8m2!3d33.2499549!4d-95.8998677",,Texas,Chinese restaurant,Chinese restaurant,0,3.8,0,,
