sample_id,national_id,name,location_link,site,us_state,type,subtypes,area,rating,has_name,CH_name,source
1136,29522,Old Chen Chinese Restaurant,"https://www.google.com/maps/place/Old+Chen+Chinese+Restaurant/@43.4676098,-85.96246719999999,14z/data=!4m8!1m2!2m1!1sOld+Chen+Chinese+Restaurant!3m4!1s0x881940e6468d982b:0x599b4890ff2c2ee4!8m2!3d43.4676098!4d-85.96246719999999",,Michigan,Chinese restaurant,Chinese restaurant,0,3.9,1,老陈,"https://www.google.com/maps/place/Old+Chen+Chinese+Restaurant/@43.4674192,-85.9626206,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPe8v2imC83rCVkXK_YD_qTTiZ4LDgzeLBH4NT4!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPe8v2imC83rCVkXK_YD_qTTiZ4LDgzeLBH4NT4%3Dw152-h86-k-no!7i2560!8i1440!4m15!1m7!3m6!1s0x881940e6468d982b:0x599b4890ff2c2ee4!2sOld+Chen+Chinese+Restaurant!8m2!3d43.4676098!4d-85.9624672!16s%2Fg%2F1tpbclhy!3m6!1s0x881940e6468d982b:0x599b4890ff2c2ee4!8m2!3d43.4676098!4d-85.9624672!10e5!16s%2Fg%2F1tpbclhy?entry=ttu"
1140,22634,Noodle St,"https://www.google.com/maps/place/Noodle+St/@34.150099,-118.00148329999999,14z/data=!4m8!1m2!2m1!1sNoodle+St!3m4!1s0x80c2d92db9b2a6d9:0x7644a0489d52d7b7!8m2!3d34.150099!4d-118.00148329999999",http://www.noodlestinmonrovia.com/,California,Chinese restaurant,"Chinese restaurant, Noodle shop, Restaurant",2,4.5,1,拉面街,"https://www.google.com/maps/place/Noodle+St/@34.150099,-118.0014833,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipP4tgl0W-QfeHzaN1QaAy1-ik67LzrzZtmWPeig!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipP4tgl0W-QfeHzaN1QaAy1-ik67LzrzZtmWPeig%3Dw203-h270-k-no!7i3024!8i4032!4m10!1m2!2m1!1sNoodle+St!3m6!1s0x80c2d92db9b2a6d9:0x7644a0489d52d7b7!8m2!3d34.150099!4d-118.0014833!10e5!16s%2Fg%2F1tdqhrfd?entry=ttu"
1144,27066,Chun La Hao Chong Qing Hot Pot,"https://www.google.com/maps/place/Chun+La+Hao+Chong+Qing+Hot+Pot/@34.103827599999995,-118.07380169999999,14z/data=!4m8!1m2!2m1!1sChun+La+Hao+Chong+Qing+Hot+Pot!3m4!1s0x80c2db2ab6f16fef:0x2315e3363c7e2ac6!8m2!3d34.103827599999995!4d-118.07380169999999",,California,Hot pot restaurant,"Hot pot restaurant, Restaurant, Shabu-shabu restaurant",2,4.2,1,唇辣号,"https://www.google.com/maps/place/Chun+La+Hao+Chong+Qing+Hot+Pot/@34.1040943,-118.07382,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOc_-ErxPjcDQIcuMp1hzH7U_3xY7jrD3XstTFi!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOc_-ErxPjcDQIcuMp1hzH7U_3xY7jrD3XstTFi%3Dw203-h270-k-no!7i3024!8i4032!4m15!1m7!3m6!1s0x80c2db2ab6f16fef:0x2315e3363c7e2ac6!2sChun+La+Hao+Chong+Qing+Hot+Pot!8m2!3d34.1038276!4d-118.0738017!16s%2Fg%2F11h5rm6kbj!3m6!1s0x80c2db2ab6f16fef:0x2315e3363c7e2ac6!8m2!3d34.1038276!4d-118.0738017!10e5!16s%2Fg%2F11h5rm6kbj?entry=ttu"
1145,26037,Mada-Sao,"https://www.google.com/maps/place/Mada-Sao/@32.9010265,-117.19272629999999,14z/data=!4m8!1m2!2m1!1sMada-Sao!3m4!1s0x80dc007f9b5c1857:0xa68b9852cb3a326!8m2!3d32.9010265!4d-117.19272629999999",,California,Hot pot restaurant,Hot pot restaurant,2,3.9,1,吞,"https://www.google.com/maps/place/Mada-Sao/@32.9010265,-117.1927263,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPX6_afc242Cqpiks8mfh9SCyuSPaGZYZly5Yto!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPX6_afc242Cqpiks8mfh9SCyuSPaGZYZly5Yto%3Dw203-h360-k-no!7i2268!8i4032!4m15!1m7!3m6!1s0x80dc007f9b5c1857:0xa68b9852cb3a326!2sMada-Sao!8m2!3d32.9010265!4d-117.1927263!16s%2Fg%2F11c2p8jpln!3m6!1s0x80dc007f9b5c1857:0xa68b9852cb3a326!8m2!3d32.9010265!4d-117.1927263!10e5!16s%2Fg%2F11c2p8jpln?entry=ttu"
1146,27918,Chinatown Kitchen,"https://www.google.com/maps/place/Chinatown+Kitchen/@40.796285,-81.419004,14z/data=!4m8!1m2!2m1!1sChinatown+Kitchen!3m4!1s0x8836da065d6a7609:0xf82b98699f6ea8b0!8m2!3d40.796285!4d-81.419004",https://www.chinatownkitchencanton.com/,Ohio,Chinese restaurant,"Chinese restaurant, Asian restaurant, Delivery Restaurant",2,3.5,1,食坊,"https://www.google.com/maps/place/Chinatown+Kitchen/@40.7965164,-81.4189702,3a,75y,214.86h,87.43t/data=!3m7!1e1!3m5!1sT95Qt_i6yztkn_UZr5FofQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DT95Qt_i6yztkn_UZr5FofQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D186.55157%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656!4m15!1m7!3m6!1s0x8836da065d6a7609:0xf82b98699f6ea8b0!2sChinatown+Kitchen!8m2!3d40.796285!4d-81.419004!16s%2Fg%2F1vfwdj8b!3m6!1s0x8836da065d6a7609:0xf82b98699f6ea8b0!8m2!3d40.796285!4d-81.419004!10e5!16s%2Fg%2F1vfwdj8b?entry=ttu"
1147,26953,Szechwan Palace Restaurant,"https://www.google.com/maps/place/Szechwan+Palace+Restaurant/@33.9615333,-118.44563889999999,14z/data=!4m8!1m2!2m1!1sSzechwan+Palace+Restaurant!3m4!1s0x80c2b064076c909d:0x25f4737b88d8e0ac!8m2!3d33.9615333!4d-118.44563889999999",http://www.szechuanpalace-losangeles.com/,California,Chinese restaurant,Chinese restaurant,2,4.2,1,天府,http://www.szechuanpalace-losangeles.com/
1148,16570,Chin's Cafe,"https://www.google.com/maps/place/Chin%27s+Cafe/@40.7169387,-116.1064519,14z/data=!4m8!1m2!2m1!1sChin%27s+Cafe!3m4!1s0x80a5df6683617bf5:0x74ca85bfd2a3a9be!8m2!3d40.7169387!4d-116.1064519",,Nevada,Chinese restaurant,Chinese restaurant,0,4.3,1,陈氏餐馆,"https://www.google.com/maps/place/Chin's+Cafe/@40.7169387,-116.1064519,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipN8jZAP42O1Q-Y1tmpQ73MaC0lkf8DUBxYsOGNv!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipN8jZAP42O1Q-Y1tmpQ73MaC0lkf8DUBxYsOGNv%3Dw114-h86-k-no!7i4048!8i3036!4m15!1m7!3m6!1s0x80a5df6683617bf5:0x74ca85bfd2a3a9be!2sChin's+Cafe!8m2!3d40.7169387!4d-116.1064519!16s%2Fg%2F1v_ncr_w!3m6!1s0x80a5df6683617bf5:0x74ca85bfd2a3a9be!8m2!3d40.7169387!4d-116.1064519!10e5!16s%2Fg%2F1v_ncr_w?entry=ttu"
1149,9842,Wah Sang,"https://www.google.com/maps/place/Wah+Sang/@40.6507821,-73.7014559,14z/data=!4m8!1m2!2m1!1sWah+Sang!3m4!1s0x89c2645f577bae0d:0xc0623bcd6a3c6f50!8m2!3d40.6507821!4d-73.7014559",,New York,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,4.2,1,华盛,"https://www.google.com/maps/place/Wah+Sang/@40.6506564,-73.7012985,3a,75y,331.01h,91.55t/data=!3m6!1e1!3m4!1sslNFHvNKhlUwR0jEHe4Rgg!2e0!7i16384!8i8192!4m10!1m2!2m1!1sWah+Sang!3m6!1s0x89c2645f577bae0d:0xc0623bcd6a3c6f50!8m2!3d40.6507821!4d-73.7014559!10e5!16s%2Fg%2F1tngr6h3?entry=ttu"
1151,228,Great Wall Chinese Restaurant,"https://www.google.com/maps/place/Great+Wall+Chinese+Restaurant/@41.3245429,-72.7712775,14z/data=!4m8!1m2!2m1!1sGreat+Wall+Chinese+Restaurant!3m4!1s0x89e7d34c685d403f:0x48043c3820f9d3f0!8m2!3d41.3245429!4d-72.7712775",http://www.greatwallchinesect.com/,Connecticut,Chinese restaurant,Chinese restaurant,2,3.9,1,长城,https://www.greatwallchinesect.com/
1152,4828,Lucky Corner,"https://www.google.com/maps/place/Lucky+Corner/@41.9544,-71.06968069999999,14z/data=!4m8!1m2!2m1!1sLucky+Corner!3m4!1s0x89e48c3f6fa66cc7:0x20ad2d60175241dc!8m2!3d41.9544!4d-71.06968069999999",,Massachusetts,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,3.5,1,旺角,"https://www.google.com/maps/place/Lucky+Corner/@41.9544,-71.0696807,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipN9eqThxwDQ3U3D_4fVkgmK9NkioxePynI9iXSo!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipN9eqThxwDQ3U3D_4fVkgmK9NkioxePynI9iXSo%3Dw203-h152-k-no!7i2595!8i1946!4m10!1m2!2m1!1sLucky+Corner!3m6!1s0x89e48c3f6fa66cc7:0x20ad2d60175241dc!8m2!3d41.9544!4d-71.0696807!10e5!16s%2Fg%2F1thq698g?entry=ttu"
1153,11394,Good Chinese,"https://www.google.com/maps/place/Good+Chinese/@40.695161999999996,-73.911613,14z/data=!4m8!1m2!2m1!1sGood+Chinese!3m4!1s0x89c25c3d502a7195:0xbfd6456fc3e21d0c!8m2!3d40.695161999999996!4d-73.911613",http://www.goodchinesebrooklyn.com/?utm_source=gmb,New York,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,3.8,1,谷,"https://www.google.com/maps/@40.6950485,-73.9117344,3a,75y,3.13h,90t/data=!3m7!1e1!3m5!1s9QKJRyVVkKz4yoNhIAAgpA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D9QKJRyVVkKz4yoNhIAAgpA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D2.3728807%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
1156,32478,Hunan Garden,"https://www.google.com/maps/place/Hunan+Garden/@39.2100796,-94.5474825,14z/data=!4m8!1m2!2m1!1sHunan+Garden!3m4!1s0x87c0f83d95ba4f81:0x971785cff886df04!8m2!3d39.2100796!4d-94.5474825",https://hunangardenmotogo.com/,Missouri,Chinese restaurant,Chinese restaurant,2,4.5,1,湖南,"https://www.google.com/maps/place/Hunan+Garden/@39.2100796,-94.5474825,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOPhtqOVEooAAAzOLGSoK2nU417_ooX8d0zROXx!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOPhtqOVEooAAAzOLGSoK2nU417_ooX8d0zROXx%3Dw203-h270-k-no!7i3456!8i4608!4m10!1m2!2m1!1sHunan+Garden!3m6!1s0x87c0f83d95ba4f81:0x971785cff886df04!8m2!3d39.2100796!4d-94.5474825!10e5!16s%2Fg%2F11b5r8xxbb?entry=ttu"
1157,6730,Fu Da Chinese Restaurant,"https://www.google.com/maps/place/Fu+Da+Chinese+Restaurant/@44.4803456,-73.2115354,14z/data=!4m8!1m2!2m1!1sFu+Da+Chinese+Restaurant!3m4!1s0x4cca7af6842d4475:0x3dbb6b7256d0e975!8m2!3d44.4803456!4d-73.2115354",http://www.fudaburlington.com/?utm_source=gmb,Vermont,Chinese restaurant,Chinese restaurant,2,3.8,1,富达,"https://www.google.com/maps/place/Fu+Da+Chinese+Restaurant/@44.4803456,-73.2115354,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMe2QEQEpvqFbwTWradINvXz3DLi2DLtEp84ugL!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMe2QEQEpvqFbwTWradINvXz3DLi2DLtEp84ugL%3Dw203-h270-k-no!7i3000!8i4000!4m15!1m7!3m6!1s0x4cca7af6842d4475:0x3dbb6b7256d0e975!2sFu+Da+Chinese+Restaurant!8m2!3d44.4803456!4d-73.2115354!16s%2Fg%2F1vcl3cyk!3m6!1s0x4cca7af6842d4475:0x3dbb6b7256d0e975!8m2!3d44.4803456!4d-73.2115354!10e5!16s%2Fg%2F1vcl3cyk?entry=ttu"
1158,29590,Hot Wok,"https://www.google.com/maps/place/Hot+Wok/@41.832578,-86.25824999999999,14z/data=!4m8!1m2!2m1!1sHot+Wok!3m4!1s0x88112accc47d73cb:0x7acc0583a98a92cf!8m2!3d41.832578!4d-86.25824999999999",,Michigan,Chinese restaurant,Chinese restaurant,2,4.5,1,华锅,"https://www.google.com/maps/place/Hot+Wok/@41.832578,-86.25825,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOPmOaLUdF5Jw0ZivBqBxKIwHCBDPjEZYp0pUvV!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOPmOaLUdF5Jw0ZivBqBxKIwHCBDPjEZYp0pUvV%3Dw86-h114-k-no!7i3024!8i4032!4m15!1m7!3m6!1s0x88112accc47d73cb:0x7acc0583a98a92cf!2sHot+Wok!8m2!3d41.832578!4d-86.25825!16s%2Fg%2F1tn06d4q!3m6!1s0x88112accc47d73cb:0x7acc0583a98a92cf!8m2!3d41.832578!4d-86.25825!10e5!16s%2Fg%2F1tn06d4q?entry=ttu"
1164,5538,Ling Ling Chinese Restaurant,"https://www.google.com/maps/place/Ling+Ling+Chinese+Restaurant/@41.2600583,-77.043156,14z/data=!4m8!1m2!2m1!1sLing+Ling+Chinese+Restaurant!3m4!1s0x89cfa8cde580aaeb:0x8acf20790dbf1b8!8m2!3d41.2600583!4d-77.043156",http://www.linglingwilliamsport.com/?utm_source=gmb,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.2,1,玲玲,"https://www.google.com/maps/place/Ling+Ling+Chinese+Restaurant/@41.2600583,-77.043156,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNQPvnmXfcH-Y_TrrGO0tNJ0ZqM-0cHiMNL5os6!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNQPvnmXfcH-Y_TrrGO0tNJ0ZqM-0cHiMNL5os6%3Dw111-h86-k-no!7i2904!8i2234!4m15!1m7!3m6!1s0x89cfa8cde580aaeb:0x8acf20790dbf1b8!2sLing+Ling+Chinese+Restaurant!8m2!3d41.2600583!4d-77.043156!16s%2Fg%2F1v7pzg4k!3m6!1s0x89cfa8cde580aaeb:0x8acf20790dbf1b8!8m2!3d41.2600583!4d-77.043156!10e5!16s%2Fg%2F1v7pzg4k?entry=ttu"
1166,12407,China House,"https://www.google.com/maps/place/China+House/@36.280713899999995,-80.1439382,14z/data=!4m8!1m2!2m1!1sChina+House!3m4!1s0x8852542cdd8042f9:0xcc913506c6f11c25!8m2!3d36.280713899999995!4d-80.1439382",,North Carolina,Chinese restaurant,Chinese restaurant,1,4.1,1,华城,"https://www.google.com/maps/place/China+House/@36.2806146,-80.1443369,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPoA-MCSxzVdIyHQGPucx0KGyPiNLBfFKIFie_K!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPoA-MCSxzVdIyHQGPucx0KGyPiNLBfFKIFie_K%3Dw203-h127-k-no!7i3907!8i2450!4m10!1m2!2m1!1sChina+House!3m6!1s0x8852542cdd8042f9:0xcc913506c6f11c25!8m2!3d36.2807139!4d-80.1439382!10e5!16s%2Fg%2F1thksd7l?entry=ttu"
1167,2788,Grand China,"https://www.google.com/maps/place/Grand+China/@33.692823,-84.087713,14z/data=!4m8!1m2!2m1!1sGrand+China!3m4!1s0x88f5b28ee7faa1e1:0x254b2c060d2c02d3!8m2!3d33.692823!4d-84.087713",,Georgia,Chinese restaurant,Chinese restaurant,2,3.4,1,长春,"https://www.google.com/maps/place/Grand+China/@33.6928015,-84.0877445,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOp9lpGtp2pPml6DOf2HOzOlgSac23jNQmxoNC3!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOp9lpGtp2pPml6DOf2HOzOlgSac23jNQmxoNC3%3Dw203-h534-k-no!7i1164!8i3064!4m10!1m2!2m1!1sGrand+China!3m6!1s0x88f5b28ee7faa1e1:0x254b2c060d2c02d3!8m2!3d33.692823!4d-84.087713!10e5!16s%2Fg%2F1thxlxtw?entry=ttu"
1168,6244,Dim Sum Court,"https://www.google.com/maps/place/Dim+Sum+Court/@40.133649999999996,-75.51758199999999,14z/data=!4m8!1m2!2m1!1sDim+Sum+Court!3m4!1s0x89c691c591b797c1:0xbc63bf1c976e18f4!8m2!3d40.133649999999996!4d-75.51758199999999",http://dimsumcourt.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Dim sum restaurant",2,4.6,1,苑,https://dimsumcourt.com/
1171,9579,Green Tea Chinese,"https://www.google.com/maps/place/Green+Tea+Chinese/@40.6440773,-74.07706089999999,14z/data=!4m8!1m2!2m1!1sGreen+Tea+Chinese!3m4!1s0x89c24f4662697791:0x346ecc605960726f!8m2!3d40.6440773!4d-74.07706089999999",,New York,Chinese restaurant,"Chinese restaurant, Chinese takeaway, Takeout Restaurant, Restaurant",2,3.8,1,绿茶,"https://www.google.com/maps/place/Green+Tea+Chinese/@40.644164,-74.0768795,3a,101.4y,90t/data=!3m8!1e2!3m6!1sAF1QipN9S_mEhJLGf1ksNaUBSc9sHCKCT6V0HQxJEiXD!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipN9S_mEhJLGf1ksNaUBSc9sHCKCT6V0HQxJEiXD%3Dw203-h135-k-no!7i750!8i500!4m15!1m7!3m6!1s0x89c24f4662697791:0x346ecc605960726f!2sGreen+Tea+Chinese!8m2!3d40.6440773!4d-74.0770609!16s%2Fg%2F11g0lcw9mn!3m6!1s0x89c24f4662697791:0x346ecc605960726f!8m2!3d40.6440773!4d-74.0770609!10e5!16s%2Fg%2F11g0lcw9mn?entry=ttu"
1172,23959,China Garden,"https://www.google.com/maps/place/China+Garden/@33.7139281,-117.19284689999999,14z/data=!4m8!1m2!2m1!1sChina+Garden!3m4!1s0x80dc9e0db4134fb9:0x117c553fca7a0c1!8m2!3d33.7139281!4d-117.19284689999999",,California,Chinese restaurant,Chinese restaurant,2,4.0,1,华园,"https://www.google.com/maps/place/China+Garden/@33.7139281,-117.1928469,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOeUXMNGPIi7Xk5Tp3C_x5yBAJT_xPddqzq7MD5!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOeUXMNGPIi7Xk5Tp3C_x5yBAJT_xPddqzq7MD5%3Dw203-h360-k-no!7i2252!8i4000!4m15!1m7!3m6!1s0x80dc9e0db4134fb9:0x117c553fca7a0c1!2sChina+Garden!8m2!3d33.7139281!4d-117.1928469!16s%2Fg%2F1thz1zbg!3m6!1s0x80dc9e0db4134fb9:0x117c553fca7a0c1!8m2!3d33.7139281!4d-117.1928469!10e5!16s%2Fg%2F1thz1zbg?entry=ttu"
1173,14068,Rice Pot Asian Cuisine,"https://www.google.com/maps/place/Rice+Pot+Asian+Cuisine/@38.821683,-77.190826,14z/data=!4m8!1m2!2m1!1sRice+Pot+Asian+Cuisine!3m4!1s0x89b7b32a6f1ab1bf:0x5788c83ae8c7d5bb!8m2!3d38.821683!4d-77.190826",http://www.ricepotasian.com/?utm_source=gmb,Virginia,Chinese restaurant,"Chinese restaurant, Restaurant",2,3.8,1,嘉荣楼,"https://www.google.com/maps/place/Rice+Pot+Asian+Cuisine/@38.821683,-77.190826,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOrS_zvzO9vzYFms_Mq8-A30Gfrc3M5RRbzN2BN!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOrS_zvzO9vzYFms_Mq8-A30Gfrc3M5RRbzN2BN%3Dw114-h86-k-no!7i4032!8i3024!4m15!1m7!3m6!1s0x89b7b32a6f1ab1bf:0x5788c83ae8c7d5bb!2sRice+Pot+Asian+Cuisine!8m2!3d38.821683!4d-77.190826!16s%2Fg%2F1q5bnsy6g!3m6!1s0x89b7b32a6f1ab1bf:0x5788c83ae8c7d5bb!8m2!3d38.821683!4d-77.190826!10e5!16s%2Fg%2F1q5bnsy6g?entry=ttu"
1174,18339,New China Restaurant,"https://www.google.com/maps/place/New+China+Restaurant/@34.771429399999995,-86.5877797,14z/data=!4m8!1m2!2m1!1sNew+China+Restaurant!3m4!1s0x88626ad604fcf31d:0x6a5d29b0192d80cd!8m2!3d34.771429399999995!4d-86.5877797",http://eatnewchina.com/,Alabama,Chinese restaurant,Chinese restaurant,2,3.8,1,新中国,"https://www.google.com/maps/place/New+China+Restaurant/@34.7717514,-86.5871714,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNtNsnVzX6eQgCAGIop07JeEFZKr5EuMOClwo2m!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNtNsnVzX6eQgCAGIop07JeEFZKr5EuMOClwo2m%3Dw203-h270-k-no!7i3024!8i4032!4m10!1m2!2m1!1sNew+China+Restaurant!3m6!1s0x88626ad604fcf31d:0x6a5d29b0192d80cd!8m2!3d34.7714294!4d-86.5877797!10e5!16s%2Fg%2F1v_vtmtm?entry=ttu"
1176,13991,Beijing Kitchen,"https://www.google.com/maps/place/Beijing+Kitchen/@37.799672,-78.495958,14z/data=!4m8!1m2!2m1!1sBeijing+Kitchen!3m4!1s0x89b399c988fc288d:0xe9dad942940071f0!8m2!3d37.799672!4d-78.495958",https://www.ekit.us/restaurantviewpage/Beijing-Kitchen-VA-24590,Virginia,Chinese restaurant,Chinese restaurant,1,4.1,1,北京厨房,"https://www.google.com/maps/place/Beijing+Kitchen/@37.7997633,-78.4957153,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNavddeSjeChseaADgStmrNMj5euwcfQXB1cTFk!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNavddeSjeChseaADgStmrNMj5euwcfQXB1cTFk%3Dw114-h86-k-no!7i4032!8i3024!4m15!1m7!3m6!1s0x89b399c988fc288d:0xe9dad942940071f0!2sBeijing+Kitchen!8m2!3d37.799672!4d-78.495958!16s%2Fg%2F11cjk6whq6!3m6!1s0x89b399c988fc288d:0xe9dad942940071f0!8m2!3d37.799672!4d-78.495958!10e5!16s%2Fg%2F11cjk6whq6?entry=ttu"
1177,13331,Dragon Villa,"https://www.google.com/maps/place/Dragon+Villa/@41.879737999999996,-71.41510699999999,14z/data=!4m8!1m2!2m1!1sDragon+Villa!3m4!1s0x89e44362f9e33665:0xbef26c8318a98f57!8m2!3d41.879737999999996!4d-71.41510699999999",,Rhode Island,Chinese restaurant,"Chinese restaurant, Asian restaurant, Restaurant",2,4.1,1,龙楼酒家,"https://www.google.com/maps/place/Dragon+Villa/@41.879632,-71.4153291,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipN-iwWFOLeIvtX1Ms9ILspEks0YFraw5599__2e!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipN-iwWFOLeIvtX1Ms9ILspEks0YFraw5599__2e%3Dw203-h270-k-no!7i3024!8i4032!4m15!1m7!3m6!1s0x89e44362f9e33665:0xbef26c8318a98f57!2sDragon+Villa!8m2!3d41.879738!4d-71.415107!16s%2Fg%2F1tfbzgzb!3m6!1s0x89e44362f9e33665:0xbef26c8318a98f57!8m2!3d41.879738!4d-71.415107!10e5!16s%2Fg%2F1tfbzgzb?entry=ttu"
1179,33021,Imperial Garden,"https://www.google.com/maps/place/Imperial+Garden/@38.0869344,-97.903173,14z/data=!4m8!1m2!2m1!1sImperial+Garden!3m4!1s0x87a4b65a3cc6d643:0xb23f67067c5a9d80!8m2!3d38.0869344!4d-97.903173",http://www.imperialgardenhutchinson.com/,Kansas,Chinese restaurant,Chinese restaurant,1,4.1,1,皇家,https://www.imperialgardenhutchinson.com/
1182,8473,Yummy Taste Chinese Restaurant,"https://www.google.com/maps/place/Yummy+Taste+Chinese+Restaurant/@40.8792945,-74.6285606,14z/data=!4m8!1m2!2m1!1sYummy+Taste+Chinese+Restaurant!3m4!1s0x89c39fd0ab1b3077:0x2c672e84e65d1da7!8m2!3d40.8792945!4d-74.6285606",http://www.yummytastechinese.com/,New Jersey,Chinese restaurant,"Chinese restaurant, Restaurant",2,4.3,1,山水亭,"https://www.google.com/maps/place/Yummy+Taste+Chinese+Restaurant/@40.8794575,-74.6282706,3a,38.9y/data=!3m8!1e2!3m6!1sAF1QipMYt2K_Tag2KHOAqdfOiiQwAMfG369qzNmnwYz4!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMYt2K_Tag2KHOAqdfOiiQwAMfG369qzNmnwYz4%3Dw126-h86-k-no!7i1735!8i1177!4m15!1m7!3m6!1s0x89c39fd0ab1b3077:0x2c672e84e65d1da7!2sYummy+Taste+Chinese+Restaurant!8m2!3d40.8792945!4d-74.6285606!16s%2Fg%2F1thzpv82!3m6!1s0x89c39fd0ab1b3077:0x2c672e84e65d1da7!8m2!3d40.8792945!4d-74.6285606!10e5!16s%2Fg%2F1thzpv82?entry=ttu"
1183,31601,Jess Cafe,"https://www.google.com/maps/place/Jess+Cafe/@41.9384102,-87.7721857,14z/data=!4m8!1m2!2m1!1sJess+Cafe!3m4!1s0x880fcc7e1afde907:0x47ba9e0bc1ceba5e!8m2!3d41.9384102!4d-87.7721857",https://www.jesscafeinc.com/?utm_source=google,Illinois,Chinese restaurant,"Chinese restaurant, Asian fusion restaurant, Asian restaurant, Filipino restaurant, Korean restaurant, Pan-Asian restaurant, Restaurant, Thai restaurant",2,4.5,1,广美,"https://www.google.com/maps/place/Jess+Cafe/@41.938479,-87.7722102,3a,49.9y,170.69h,94.4t/data=!3m6!1e1!3m4!1svkWu5z5cTS6d3qTsg-nEJw!2e0!7i16384!8i8192!4m17!1m7!3m6!1s0x880fcc7e1afde907:0x47ba9e0bc1ceba5e!2sJess+Cafe!8m2!3d41.9384102!4d-87.7721857!16s%2Fg%2F1tm890mn!3m8!1s0x880fcc7e1afde907:0x47ba9e0bc1ceba5e!8m2!3d41.9384102!4d-87.7721857!10e5!14m1!1BCgIgARICCAI!16s%2Fg%2F1tm890mn?entry=ttu"
