sample_id,national_id,English_Name,Chinese_Name,Personal_Name,Specialty,Positivity,Culture,Location,Ambiance,Pun_Creative,Relationship,Comments
880,20695,Asian Garden,亚洲园,,,,,,,,,
1182,8473,Yummy Taste Chinese Restaurant,山水亭,,,,,,,,,
2124,5668,King Food Restaurant,鸿福,,,,,,,,,
2912,5021,Mai Pearl,明珠,,,,,,,,,
2872,15309,Dynasty Cafe,古为今用,,,,,,,,,
3675,2885,Hai,海,,,,,,,,,
323,20223,Noodle Master,面匠,,,,,,,,,
858,26772,Peking Restaurant,北京,,,,,,,,,
1681,8257,Hunan Royal,福来,,,,,,,,,
2854,20954,Golden Dim Sum,黄金点心茶楼,,,,,,,,,
848,213,Hong Kong Chinese Restaurant,香港,,,,,,,,,
1132,23377,Won Kok Restaurant,华记,,,,,,,,,
1463,9178,Golden Garden,金园,,,,,,,,,
1112,10366,Qin-Fang Garden Restaurant,沁芳园,,,,,,,,,
1368,16454,Heaven Dragon Arvada,天龙,,,,,,,,,
1037,5974,North China,华北,,,,,,,,,
660,6458,Hong Kong Restaurant,好运来,,,,,,,,,
2673,16654,Great Wall,"
长城",,,,,,,,,
1346,1759,China Star,华星,,,,,,,,,
310,27196,Lucky House Restaurant,好好运,,,,,,,,,
3052,30870,Far East Buffet,东方,,,,,,,,,
815,27626,China Wok,龙城,,,,,,,,,
3002,4441,North Garden,北苑,,,,,,,,,
2992,8283,Golden Dynasty Chinese Takeout,金,,,,,,,,,
1200,622,Jade Garden,翠园,,,,,,,,,
2215,22693,Meet Qin Noodle,秦面坊,,,,,,,,,
862,28279,Ming Chu,明珠,,,,,,,,,
2473,21725,Powell's Seafood Restaurant,宝华海鲜酒家,,,,,,,,,
4022,25932,Sam Woo BBQ,香港三和,,,,,,,,,
2324,325,Great Wall Chinese Restaurant,长城,,,,,,,,,
1759,10254,Golden Dragon Chinese Kitchen,金龙,,,,,,,,,
