,sample_id,national_id,English_Name,Chinese_Name,Personal_Name,Specialty,Positivity,Culture,Location,Ambiance,Pun_Creative,Romanized,Relationship
310,3627.0,5443.0,Wok and Roll,珍味楼餐馆,0,1,0,0,0,0,1,0,0
311,861.0,28922.0,Hot Pot Chen,火锅陈,1,1,0,0,0,0,0,0,0
312,2391.0,26146.0,Kang Kang Shau May Restaurant,康康小美,0,0,0,0,0,0,0,1,0
313,4007.0,23396.0,New Shanghai Restaurant,上海,0,0,0,0,1,0,0,0,0
314,2207.0,13585.0,Ocean City Restaurant,海城,0,0,0,0,0,1,0,0,0
315,3584.0,12278.0,Xing's Chef,兴,1,0,1,0,0,0,0,0,0
316,1479.0,9633.0,Ming's Garden,明园,1,0,0,0,0,1,0,0,0
317,1848.0,10281.0,China Jade,长盛,0,0,1,0,1,0,0,0,0
318,3367.0,18974.0,Grand Fortuna,京华,0,0,1,0,0,0,0,0,0
319,1975.0,30886.0,Rice Bowl Chinese Restaurant,饭碗,0,1,0,0,1,0,0,0,0
320,948.0,3058.0,Best BBQ Cantonese Cuisine,来记,0,1,1,0,1,0,0,0,0
321,503.0,7819.0,LaoWu Authentic ShangHai Dumpling,老吴上海小笼,1,1,0,0,1,0,0,0,0
322,465.0,2335.0,New China,新华,0,0,0,0,1,0,0,0,0
323,530.0,33070.0,King's Buffet,皇厨,0,1,1,0,0,0,0,0,0
324,512.0,547.0,Hing Wang Chinese Restaurant,兴旺,0,0,0,0,1,0,0,1,0
325,2551.0,12169.0,Great China,新大华,0,0,1,0,1,0,0,0,0
326,3966.0,13342.0,JAYD BUN,包子面煎饼,0,1,0,0,0,0,0,0,0
327,962.0,31432.0,Googoo's Table,琼龙,1,0,0,0,0,1,0,0,0
328,2734.0,24301.0,Mike's Hong Kong Bistro,"香港楼
",1,0,0,0,1,1,0,0,0
329,3643.0,22775.0,Yan's Garden,添雄楼,1,0,0,0,0,1,0,0,0
330,762.0,4339.0,Taipei Cuisine,台北风味,0,0,0,0,1,0,0,0,0
331,3946.0,19118.0,EggRoll Street,王大,0,1,0,0,0,1,0,0,0
332,252.0,10483.0,Super Kew Garden,皇厨,0,0,1,0,0,1,0,0,0
333,812.0,31645.0,Van Phat Chinese Restaurant,发文,0,0,0,0,1,0,0,0,0
334,489.0,29879.0,Jumbo Buffet,珍宝,0,1,0,0,0,0,0,0,0
335,392.0,16164.0,China Gourmet Longmont,知味坊,0,0,1,0,1,0,0,0,0
336,2883.0,13323.0,China Buffet,天坛,0,1,0,0,1,0,0,0,0
337,2136.0,9939.0,Sing Mee Kitchen,盛美,0,0,0,0,0,1,0,1,0
338,2801.0,12344.0,Golden China,金华,0,0,1,0,1,0,0,0,0
339,3286.0,30272.0,Imperial House Restaurant,颐和园,0,0,1,0,0,0,0,0,0
340,1351.0,10445.0,China King,大宏,0,0,1,0,1,0,0,0,0
341,3654.0,715.0,China Palace Restaurant,中国宫殿,0,0,0,0,1,1,0,0,0
342,2914.0,5429.0,Wokky's,华丽,1,0,0,0,0,0,1,0,0
343,2951.0,21892.0,Taste Of Sichuan Beaverton,四季飘香,0,0,0,0,1,0,0,0,0
344,2454.0,25131.0,San Gabriel,上流食府,0,0,0,0,1,0,0,0,0
345,3755.0,22568.0,Fu House Chinese Food and Sushi,福苑,0,1,0,0,1,1,0,0,0
346,177.0,3506.0,China Village,顺风楼,0,0,0,0,1,1,0,0,0
347,2542.0,10978.0,Bi Kitchen,必厨,0,0,0,0,0,1,0,1,0
348,72.0,20551.0,Panda House,熊猫,0,0,0,1,0,1,0,0,0
349,3393.0,22678.0,Bamboo Garden Restaurant,竹园,0,0,0,1,0,1,0,0,0
350,580.0,10299.0,Grand China,大华,0,0,1,0,1,0,0,0,0
351,1596.0,31991.0,Panda Chinese Restaurant,熊猫,0,0,0,1,1,0,0,0,0
352,1301.0,30888.0,China Garden Restaurant,华园,0,0,0,0,1,1,0,0,0
353,1429.0,16507.0,Bamboo Garden Asian Grille,紫竹林,0,1,0,1,1,1,0,0,0
354,1540.0,4933.0,Easton Lucky Corner,旺角,0,0,1,0,1,1,0,0,0
355,3467.0,16248.0,Mayflower Chinese Cuisine,五月花,0,0,0,1,1,0,0,0,0
356,2723.0,14998.0,Mr. Wong,老黄快餐,1,0,0,0,0,0,0,0,0
357,2815.0,25152.0,Bistro 1968,架势堂,0,0,0,0,0,1,0,0,0
358,2183.0,21335.0,City View Restaurant,景城,0,0,0,0,0,0,0,0,0
359,1991.0,25428.0,Metro Hong Kong Dessert and Milk Tea,地铁站奶茶,0,1,0,0,1,0,0,0,0
360,3878.0,6279.0,Shanghai Chinese Restaurant,上海,0,0,0,0,1,0,0,0,0
361,907.0,32642.0,J & I Chinese Kitchen,翡翠,0,0,0,0,1,1,0,0,0
362,1560.0,9546.0,How May Kitchen,味中味,0,0,0,0,0,1,0,1,0
363,1004.0,2883.0,New Hong Kong Restaurant,香港,0,0,0,0,1,0,0,0,0
364,95.0,4477.0,Number One Taste,聚仙楼,0,0,1,0,0,0,0,0,0
365,3788.0,25972.0,Lee's Chinese Restaurant,李氏餐馆,1,0,0,0,1,0,0,0,0
366,65.0,20864.0,New China,中国,0,0,0,0,1,0,0,0,0
367,1487.0,5560.0,Peking Palace Chinese Restaurant,北京楼,0,0,0,0,1,1,0,0,0
368,2650.0,11085.0,Wok King,华兴,0,1,1,0,0,0,0,0,0
369,3586.0,9285.0,No. 1 Chinese Kitchen,第一,0,0,1,0,1,1,0,0,0
370,3368.0,24556.0,Golden Lake Eatery,金湖酒家,0,0,1,0,0,1,0,0,0
371,3449.0,22670.0,Sichuan Style Restaurant,一品川湘,0,0,0,0,1,0,0,0,0
372,1441.0,25839.0,Yen Yen Chinese Cuisine,欣欣菜馆,0,0,1,0,1,0,0,1,0
373,456.0,27366.0,Wok & Roll,红宝,0,1,0,0,0,0,1,0,0
374,3712.0,23480.0,New Asia,亚洲,0,0,0,0,1,0,0,0,0
375,2357.0,8640.0,Golden Eagle Chinese Restaurant,金鹰,0,0,1,0,1,0,0,0,0
376,1309.0,8948.0,Far East Kitchen,东方,0,0,0,0,1,1,0,0,0
377,2032.0,22847.0,Golden Horse Restaurant,新金马餐馆,0,0,1,0,0,0,0,0,0
378,1758.0,19826.0,Famous Chinese Buffet,美味,0,1,1,0,1,0,0,0,0
379,2420.0,27070.0,China Red,红馆,0,0,0,0,1,0,0,0,0
380,692.0,6636.0,Golden Sea Chinese Restaurant,金海,0,0,1,0,1,0,0,0,0
381,3572.0,6338.0,Chu-Lee Gardens Bradford Chinese Restaurant,朱李园,1,0,0,0,1,1,0,1,0
382,1026.0,658.0,Tree Garden,松园,0,0,0,0,0,1,0,0,0
383,3791.0,28827.0,New China Gourmet,美食,0,0,1,0,1,0,0,0,0
384,2011.0,4498.0,Empire Buffet,帝国,0,1,1,0,0,0,0,0,0
385,3575.0,15362.0,Linh Nam Chinese Restaurant,岭南,0,0,0,0,1,0,0,1,0
386,3667.0,24388.0,New Noodle Garden Taiwanese Cuisine,"
政记牛肉面",0,1,0,0,1,1,0,0,0
387,925.0,8763.0,Great Wall Kitchen,长城,0,0,0,1,0,1,0,0,0
388,978.0,6529.0,Jing Fong,金丰,0,0,0,0,0,0,0,1,0
389,3316.0,5143.0,Great Wall,长城,0,0,0,1,0,0,0,0,0
390,3872.0,30651.0,Great Wall,长城,0,0,0,1,0,0,0,0,0
391,3177.0,13513.0,Little China Restaurant,中,0,0,0,0,1,0,0,0,0
392,3716.0,18287.0,Yummy Yummy Chinese Restaurant,好味,0,0,1,0,1,0,0,0,0
393,492.0,4223.0,China Cafe,中华,0,0,0,0,1,1,0,0,0
394,3491.0,7779.0,Wun Wu Chinese Kitchen,文武,0,0,0,0,1,1,0,1,0
395,3067.0,17005.0,Little Sichuan Cuisine,老熊川菜,0,0,0,0,1,0,0,0,0
396,417.0,5431.0,Lucky Wok,华园,0,1,1,0,0,0,0,0,0
397,3568.0,31104.0,June Heng Restaurant,津香,0,0,0,0,0,0,0,1,0
398,158.0,14280.0,Top's China,第一,0,0,1,0,1,0,0,0,0
399,3203.0,27758.0,Golden Mountain Restaurant,金山楼,0,0,1,0,0,0,0,0,0
400,1599.0,9350.0,China Pavilion,湖南,0,0,0,0,1,1,0,0,0
401,1243.0,10507.0,Tang's Garden,瑭园,1,0,0,0,0,1,0,0,0
402,68.0,24667.0,Chef's Wok,半岛海鲜酒家,0,1,1,0,0,0,0,0,0
403,3204.0,1425.0,First Wok,中餐百佳,0,1,1,0,0,0,0,0,0
404,2664.0,3172.0,Peking Chinese Restaurant,北京,0,0,0,0,1,0,0,0,0
405,3558.0,7964.0,Kosher Chinese Express,高美,0,1,0,0,1,0,0,0,0
406,3513.0,6710.0,Szechuan Express,国亨,0,0,0,0,1,0,0,0,0
407,3482.0,15575.0,Red 8,红粥面,0,0,1,0,0,0,0,0,0
408,2655.0,15108.0,China City Restaurant,华记,0,0,0,0,1,1,0,0,0
409,1972.0,17518.0,Great Wall,长城,0,0,0,1,0,0,0,0,0
410,3297.0,28715.0,J.W. Chen's,静静,1,0,0,0,0,0,0,0,0
411,2976.0,6691.0,Jade Palace Restaurant,翡翠园,0,0,1,0,0,1,0,0,0
412,1050.0,6855.0,Taste King Restaurant,好彩,0,0,1,0,0,0,0,0,0
413,166.0,17283.0,Asia Cafe,亚洲,0,0,0,0,1,1,0,0,0
414,1710.0,29720.0,China buffet,许氏金龙,0,1,0,0,1,0,0,0,0
415,1956.0,10360.0,Panda,熊猫,0,0,0,1,0,0,0,0,0
416,1650.0,28766.0,No 1 Chinese Restaurant,福,0,0,1,0,1,0,0,0,0
417,3588.0,27413.0,Golden China,金国,0,0,1,0,1,0,0,0,0
418,1228.0,13426.0,Ching Tao Restaurant,"青岛酒家
",0,0,0,0,1,0,0,1,0
419,1856.0,13370.0,Super Dragon,江子龙,0,0,1,1,0,0,0,0,0
420,1966.0,21678.0,Eat Time,休闲小站,0,0,0,0,0,0,0,0,0
421,134.0,4337.0,Big Fun Cafe,大茶饭,0,0,1,0,0,1,0,0,0
422,227.0,5915.0,Golden Dragon,中福,0,0,1,1,0,0,0,0,0
423,3314.0,32004.0,Moon Temple Chinese Restaurant,月宫,0,0,0,1,1,0,0,0,0
424,2972.0,5744.0,Red Tea House,新悦,0,0,0,1,0,1,0,0,0
425,317.0,16109.0,Wonderful Bistro,天仁居,0,0,1,0,0,1,0,0,0
426,1749.0,28449.0,GREAT WALL,长城,0,0,0,1,0,0,0,0,0
427,3549.0,17689.0,China Garden Restaurant,"
华园",0,0,0,0,1,1,0,0,0
428,3464.0,29752.0,China Moon Restaurant,"月华饭店
",0,0,0,0,1,0,0,0,0
429,294.0,12847.0,China One,新东庄,0,0,1,0,1,0,0,0,0
430,1502.0,5342.0,Highland China House,华园,0,0,0,0,1,1,0,0,0
431,3258.0,18840.0,China Garden,华园,0,0,0,0,1,1,0,0,0
432,2097.0,3372.0,Camden Island,康利,0,0,0,0,1,0,0,0,0
433,3166.0,16593.0,Golden Dragon Buffet,金龙酒家,0,1,1,1,0,0,0,0,0
434,2962.0,20239.0,China Dragon buffet,中国龙,0,1,0,1,1,0,0,0,0
435,2791.0,22595.0,No. 1 Express,快餐一号,0,0,1,0,0,0,0,0,0
436,3531.0,30371.0,Ming's Garden Chinese Restaurant,明厨,1,0,0,0,1,1,0,0,0
437,3056.0,3017.0,Grand China,中国,0,0,1,0,1,0,0,0,0
438,271.0,21231.0,No 1 Chinese Restaurant,第一,0,0,1,0,1,0,0,0,0
439,1439.0,32092.0,China Buffet,华园,0,1,0,0,1,0,0,0,0
440,2170.0,17527.0,Lee's Asian Fusion,川潮,1,0,0,0,1,0,0,0,0
441,2158.0,8570.0,Goody Restaurant,兴隆,0,0,1,0,0,0,0,0,0
442,3613.0,6654.0,Chen's Garden Chinese Restaurant,宏东,1,0,0,0,1,1,0,0,0
443,3797.0,665.0,Pinang Malaysian restaurant,马来餐馆,0,0,0,0,1,0,0,0,0
444,499.0,6625.0,China House,财源,0,0,0,0,1,1,0,0,0
445,1007.0,30858.0,Chinese Dragon Inc,腾龙阁,0,0,0,1,1,0,0,0,0
446,3816.0,5680.0,Dim Sum House by Jane G's - University City,"江南府
",1,1,0,0,1,0,0,0,0
447,3402.0,28486.0,China House,中国酒楼,0,0,0,0,1,1,0,0,0
448,2735.0,9498.0,Jade Garden,玉满堂,0,0,1,0,0,1,0,0,0
449,3190.0,3099.0,Wang's II Chinese Restaurant,王家园,1,0,0,0,1,0,0,0,0
450,2321.0,511.0,China Garden,华园,0,0,0,0,1,1,0,0,0
451,2969.0,20153.0,China House Chinese Restaurant,明月楼,0,0,0,0,1,1,0,0,0
452,269.0,18768.0,NEW CHINA BUFFET,新龙,0,1,0,0,1,0,0,0,0
453,272.0,31774.0,Wanda's Chinese Kitchen,万达楼,1,0,0,0,1,1,0,0,0
454,3697.0,7612.0,China Palace Restaurant,聚丰园,0,0,0,0,1,1,0,0,0
455,732.0,31275.0,Uncle Mao's Chinese Restaurant,真光,1,0,0,0,1,1,0,0,1
456,731.0,6176.0,Full House,聚满楼,0,0,1,0,0,1,0,0,0
457,1915.0,9421.0,YANHUANG Gourmet,炎黄美食,0,0,1,0,0,0,0,1,0
458,103.0,4695.0,Mandarin Restaurant,华明,0,0,0,0,1,0,0,0,0
459,508.0,15992.0,Beijing Buffet,北京,0,1,0,0,1,0,0,0,0
460,852.0,22513.0,Dew Drop Inn,京露,0,0,0,0,0,1,1,0,0
461,3489.0,15800.0,Chou's Kitchen,东北小厨,1,0,0,0,0,1,0,0,0
462,2843.0,13105.0,New China Chinese Restaurant,新中国,0,0,0,0,1,0,0,0,0
463,2356.0,8017.0,Ming's Garden,怡明园,1,0,0,0,0,1,0,0,0
464,2034.0,12840.0,Neuse River Chinese Restaurant,香港,0,0,0,0,1,0,0,0,0
465,2988.0,24216.0,HE&C Tea + Pot,和牛花园,0,1,0,0,0,0,0,0,0
466,3055.0,15955.0,China Grand Buffet,重云,0,1,1,0,1,0,0,0,0
467,1941.0,2242.0,Ho Ho Choy Chinese Restaurant,好彩,0,0,0,0,1,0,0,1,0
468,837.0,19854.0,Panda Palace,熊城,0,0,0,1,0,1,0,0,0
469,880.0,20695.0,Asian Garden,亚洲园,0,0,0,0,1,1,0,0,0
470,1182.0,8473.0,Yummy Taste Chinese Restaurant,山水亭,0,0,1,0,1,0,0,0,0
471,2124.0,5668.0,King Food Restaurant,鸿福,0,0,1,0,0,0,0,0,0
472,2912.0,5021.0,Mai Pearl,明珠,0,0,1,0,0,0,0,1,0
473,2872.0,15309.0,Dynasty Cafe,古为今用,0,0,1,0,0,1,0,0,0
474,3675.0,2885.0,Hai,海,0,0,0,0,0,0,0,1,0
475,323.0,20223.0,Noodle Master,面匠,0,1,1,0,0,0,0,0,0
476,858.0,26772.0,Peking Restaurant,北京,0,0,0,0,1,0,0,0,0
477,1681.0,8257.0,Hunan Royal,福来,0,0,1,0,1,0,0,0,0
478,2854.0,20954.0,Golden Dim Sum,黄金点心茶楼,0,1,1,0,0,0,0,0,0
479,848.0,213.0,Hong Kong Chinese Restaurant,香港,0,0,0,0,1,0,0,0,0
480,1132.0,23377.0,Won Kok Restaurant,华记,0,0,0,0,0,0,0,0,0
481,1463.0,9178.0,Golden Garden,金园,0,0,1,0,0,1,0,0,0
482,1112.0,10366.0,Qin-Fang Garden Restaurant,沁芳园,0,0,0,0,0,1,0,1,0
483,1368.0,16454.0,Heaven Dragon Arvada,天龙,0,0,1,1,1,0,0,0,0
484,1037.0,5974.0,North China,华北,0,0,0,0,1,0,0,0,0
485,660.0,6458.0,Hong Kong Restaurant,好运来,0,0,0,0,1,0,0,0,0
486,2673.0,16654.0,Great Wall,"
长城",0,0,0,1,0,0,0,0,0
487,1346.0,1759.0,China Star,华星,0,0,1,0,1,0,0,0,0
488,310.0,27196.0,Lucky House Restaurant,好好运,0,0,1,0,0,0,0,0,0
489,3052.0,30870.0,Far East Buffet,东方,0,1,0,0,1,0,0,0,0
490,815.0,27626.0,China Wok,龙城,0,1,0,0,1,0,0,0,0
491,3002.0,4441.0,North Garden,北苑,0,0,0,0,1,1,0,0,0
492,2992.0,8283.0,Golden Dynasty Chinese Takeout,金,0,0,1,0,1,0,0,0,0
493,1200.0,622.0,Jade Garden,翠园,0,0,1,0,0,1,0,0,0
494,2215.0,22693.0,Meet Qin Noodle,秦面坊,0,1,0,0,0,0,0,0,0
495,862.0,28279.0,Ming Chu,明珠,0,0,0,0,0,0,0,1,0
496,2473.0,21725.0,Powell's Seafood Restaurant,宝华海鲜酒家,1,1,0,0,0,0,0,0,0
497,4022.0,25932.0,Sam Woo BBQ,香港三和,0,1,0,0,0,0,0,1,0
498,2324.0,325.0,Great Wall Chinese Restaurant,长城,0,0,0,1,1,0,0,0,0
499,1759.0,10254.0,Golden Dragon Chinese Kitchen,金龙,0,0,1,1,1,0,0,0,0
500,2628.0,2174.0,Dragon Gate,龙苑,0,0,0,1,0,1,0,0,0
501,1688.0,2736.0,Bamboo Garden,竹园,0,0,0,1,0,1,0,0,0
502,1513.0,8756.0,Guan Long Restaurant,冠龙,0,0,0,0,0,0,0,1,0
503,3945.0,5338.0,China City,中国城,0,0,0,0,1,1,0,0,0
504,2548.0,18373.0,Hong Kong kitchen(near Westwego),香港,0,0,0,0,1,1,0,0,0
505,1303.0,26507.0,Chinese restaurant in Milton-Freewater Oregon,红茶园,0,0,0,0,1,0,0,0,0
506,160.0,22874.0,Capital,京都餐馆,0,0,0,0,0,0,0,0,0
507,2143.0,23979.0,New Char Siu House,华丰烧味,0,1,0,0,0,1,0,0,0
508,1213.0,23247.0,Blue Willow Restaurant,蓝杨,0,0,0,0,0,0,0,0,0
509,3729.0,17031.0,Szechuan,四川,0,0,0,0,1,0,0,0,0
510,2463.0,2712.0,Lucky Key & Fuji Ya,富士屋,0,0,1,1,0,0,0,0,0
511,2343.0,2011.0,China House,榕城,0,0,0,0,1,1,0,0,0
512,1456.0,9868.0,China Wok,皇朝,0,1,0,0,1,0,0,0,0
513,2600.0,16080.0,"Pop Pot & Tea (Chandler, AZ)",三妈嗅嗅锅,0,1,0,0,0,0,0,0,0
514,2641.0,32501.0,Peking Chinese Restaurant,北京,0,0,0,0,1,0,0,0,0
515,3239.0,22869.0,Jasmine Tea House,茶室,0,1,0,0,0,1,0,0,0
516,2956.0,31874.0,Peking House,北京园,0,0,0,0,1,1,0,0,0
517,1117.0,24756.0,Dim Sum Box,点心屋,0,1,0,0,0,0,0,0,0
518,3623.0,15665.0,Empire Buffet,皇廷,0,1,1,0,0,0,0,0,0
519,3339.0,3472.0,Yummy House,太子楼,0,0,1,0,0,1,0,0,0
520,1691.0,12537.0,Dragon Wok,飞龙,0,1,0,1,0,0,0,0,0
521,40.0,1130.0,TELY'S Chinese Restaurant,中菜泰利,1,0,0,0,1,0,0,0,0
522,2226.0,13378.0,Chan's Fine Oriental Dining,陈苑酒家,1,0,1,0,1,0,0,0,0
523,3302.0,474.0,Tung Hing Chinese Restaurant,东兴,0,0,0,0,1,0,0,1,0
524,3857.0,93.0,Butterfly Restaurant,蝴蝶亭,0,0,0,0,0,0,0,0,0
525,3597.0,10662.0,Panda III,熊猫,0,0,0,1,0,0,0,0,0
526,2457.0,29014.0,LAI LAI,来来,0,0,0,0,0,0,0,1,0
527,1672.0,7538.0,Meiwah,"华强酒家
",0,0,0,0,0,0,0,1,0
528,1157.0,6730.0,Fu Da Chinese Restaurant,富达,0,0,0,0,1,0,0,1,0
529,183.0,31524.0,Jade Palace,翡翠楼,0,0,1,0,0,1,0,0,0
530,872.0,25928.0,Beijing Garden,北京园,0,0,0,0,1,1,0,0,0
531,595.0,22041.0,Sakura Grill & Buffet,烧,0,1,0,1,0,0,0,0,0
532,2677.0,11581.0,Chef Hong II,"鸿顺楼
",1,0,1,0,0,0,0,0,0
533,1576.0,873.0,Dragon Phoenix Chinese Cuisine,龙凤,0,0,0,1,1,0,0,0,0
534,3180.0,19509.0,China Sea,明江,0,0,0,0,1,0,0,0,0
535,2813.0,6679.0,China II,升辉,0,0,0,0,1,0,0,0,0
536,2261.0,26019.0,Ho Ho Chinese Restaurant,好好,0,0,0,0,1,0,0,1,0
537,1476.0,19463.0,Tian An Men Square Wok & Grill,天,0,1,0,1,0,0,0,0,0
538,285.0,33181.0,Imperial Kitchen,御厨房,0,0,1,0,0,1,0,0,0
539,689.0,23545.0,Panda Noodle Bar,新宝龙面吧,0,1,0,1,0,1,0,0,0
540,3547.0,2145.0,Chifa Du Kang Bird Road - Peruvian Chinese Restaurant,杜康,0,0,0,0,1,0,0,1,0
541,1030.0,31168.0,Enlai 59 Chinese Restaurant,恩来,1,0,0,0,1,0,0,1,0
542,3561.0,25045.0,Nuodle Express,半一嘴,0,1,0,0,0,0,1,0,0
543,1616.0,20073.0,Papa Lee Chinese Restaurant,"巴巴李
",1,0,0,0,1,1,0,0,1
544,2611.0,11206.0,Lins Garden,林园,1,0,0,0,0,1,0,0,0
545,570.0,27625.0,Wen Wu Buffet,文武,0,1,0,0,0,0,0,1,0
546,47.0,18609.0,Dragon City,龙城,0,0,0,1,0,1,0,0,0
547,2076.0,33032.0,Spring of China,郑园,0,0,0,0,1,0,0,0,0
548,1663.0,24296.0,Harbor Village Cuisine,海港渔邨,0,0,0,0,0,1,0,0,0
549,277.0,31235.0,Mo's Chinese Kitchen,东豪轩,1,0,0,0,1,1,0,0,0
550,2050.0,8527.0,China Wok,中国城,0,1,0,0,1,0,0,0,0
551,579.0,2905.0,Urban Hai,都海,0,0,0,0,0,0,0,1,0
552,3027.0,1750.0,Jin Jin 88,公元前,0,0,1,0,0,0,0,1,0
553,250.0,12932.0,China king,中华,0,0,1,0,1,0,0,0,0
554,2466.0,29241.0,Wing On Chinese Restaurant,永安,0,0,0,0,1,0,0,1,0
555,1769.0,625.0,Tung Hsing House,东兴园,0,0,0,0,0,1,0,1,0
556,1450.0,24403.0,Little Lamb Hot Pot & BBQ,小尾羊,0,1,0,0,0,0,0,0,0
557,2401.0,17589.0,Golden City - Columbiana,金城,0,0,1,0,1,1,0,0,0
558,3331.0,27638.0,King Wah,京华,0,0,0,0,0,0,0,1,0
559,722.0,28196.0,Golden Crown Restaurant,金冠酒家,0,0,1,0,0,0,0,0,0
560,4018.0,21687.0,Tian Fu Seattle,天府春秋,0,0,0,0,1,0,0,1,0
561,3663.0,5187.0,Sunrise,明辉,0,0,1,0,0,0,0,0,0
562,3624.0,13988.0,Happy Garden,"
喜和园",0,0,1,0,0,1,0,0,0
563,3727.0,31171.0,Eat Rice,米,0,1,0,0,0,0,0,0,0
564,3283.0,3380.0,Chen's,陈氏,1,0,0,0,0,0,0,0,0
565,881.0,23117.0,Chef Lee's Mandarin House,雅叙园,1,0,1,0,1,1,0,0,0
566,1918.0,8522.0,Wah Chen Kitchen,华城,0,0,0,0,0,1,0,1,0
567,2546.0,28894.0,New Wing Hing,永兴,0,0,0,0,0,0,0,1,0
568,1668.0,15522.0,Chinatown Restaurant,华城小馆,0,0,0,0,1,0,0,0,0
569,3125.0,23594.0,Sichuan Impression,锦城里,0,0,0,0,1,0,0,0,0
570,898.0,471.0,Jia Mei Asian Kitchen,隹美,0,0,0,0,1,1,0,1,0
571,3780.0,21021.0,Chongqing Chicken Pot,重庆鸡公煲,0,1,0,0,1,0,0,0,0
572,3001.0,15048.0,Wong's Restaurant,黄黄,1,0,0,0,0,0,0,0,0
573,549.0,16724.0,Full House Chinese Restaurant,聚福楼,0,0,1,0,1,1,0,0,0
574,3903.0,10822.0,Asian Jewels,敦城海鲜酒家,0,0,1,0,1,0,0,0,0
575,2052.0,13670.0,Chinatown Restaurant,中国城,0,0,0,0,1,0,0,0,0
576,3149.0,12289.0,New Pan's Garden,潘园,1,0,0,0,0,1,0,0,0
577,2328.0,16086.0,Canton City Restaurant,广东楼,0,0,0,0,1,1,0,0,0
578,3095.0,30731.0,Pagoda,忘不了,0,0,0,1,0,0,0,0,0
579,3580.0,2761.0,Hong Kong Cafe,香港,0,0,0,0,1,1,0,0,0
580,2095.0,21368.0,Yongzi Ji Restaurant,勇仔记,0,0,0,0,0,0,0,1,0
581,3236.0,6179.0,Hop Sing,合诚,0,0,0,0,0,0,0,1,0
582,1993.0,12054.0,Cheong Hei,新长禧,0,0,0,0,0,0,0,1,0
583,3084.0,16383.0,Tae Heung Gak Chinese Restaurant,泰兴阁,0,0,0,0,1,0,0,1,0
584,774.0,32318.0,Yummy House,味,0,0,1,0,0,1,0,0,0
585,3209.0,27506.0,Hong Kong,香港,0,0,0,0,1,0,0,0,0
586,2062.0,282.0,Panda Garden,登园,0,0,0,1,0,1,0,0,0
587,480.0,6651.0,Lin's Garden,林家园,1,0,0,0,0,1,0,0,0
588,1352.0,15835.0,Chinatown Restaurant,华城,0,0,0,0,1,0,0,0,0
589,1198.0,5418.0,Chef Chen's,陈家园,1,0,1,0,0,0,0,0,0
590,527.0,8683.0,Lim Fongs,林芳,0,0,0,0,0,0,0,1,0
591,673.0,31108.0,Tony's Chinese & American Restaurant,中西,1,0,0,0,1,0,0,0,0
592,1339.0,3789.0,Chung Wah Restaurant,中华酒家,0,0,0,0,0,0,0,1,0
593,3387.0,29796.0,Shao Ting Guo,绍廷阁,0,0,0,0,0,0,0,1,0
594,2437.0,25373.0,Nanjing Duck House,南京盐水鸭,0,1,0,0,1,1,0,0,0
595,187.0,32586.0,Lao Peking Chinese Restaurant,老北京,0,0,0,0,1,0,0,1,0
596,1085.0,16880.0,Hunan Garden,湖南园,0,0,0,0,1,1,0,0,0
597,2680.0,28022.0,China Dragon,中国龙,0,0,0,1,1,0,0,0,0
598,3231.0,28621.0,China Wind,中国风,0,0,0,0,1,0,0,0,0
599,3943.0,22098.0,Seafood Town Chinese Restaurant,海鲜楼,0,1,0,0,1,1,0,0,0
600,4020.0,8646.0,Hunan Express,东升,0,0,0,0,1,0,0,0,0
601,369.0,2510.0,China Wok,中国,0,1,0,0,1,0,0,0,0
602,1868.0,11895.0,Ho Ming Kitchen,好明,0,0,0,0,0,1,0,1,0
603,1468.0,7344.0,CHINA WOK II,景然,0,1,0,0,1,0,0,0,0
604,3771.0,16638.0,China Chef,长城,0,0,1,0,1,0,0,0,0
605,2512.0,19609.0,Max Orient,锦绣中华,0,0,1,0,1,0,0,0,0
606,915.0,14675.0,Great Wall,长城,0,0,0,1,0,0,0,0,0
607,3133.0,29460.0,No.1 Chinese Restaurant,第一,0,0,1,0,1,0,0,0,0
608,818.0,31341.0,Mapo Restaurant,麻婆小馆,1,0,0,0,0,0,0,0,0
609,2165.0,27737.0,Great Taste Chinese Restaurant,飞腾,0,0,1,0,1,0,0,0,0
610,2982.0,5920.0,How Lee,好利,0,0,0,0,0,0,0,1,0
611,2216.0,4864.0,Peter Woo's,喜兴楼,1,0,0,0,0,0,0,0,0
612,494.0,659.0,Dragon City,龙城,0,0,0,1,0,1,0,0,0
613,3690.0,14390.0,Triple Eight 2,宏华,0,0,1,0,0,0,0,0,0
614,2429.0,14065.0,Miu Kee Cantonese Cuisine,苗记,0,0,0,0,1,0,0,1,0
615,3036.0,23208.0,Noodology,一碗粉,0,1,0,0,0,0,1,0,0
616,212.0,26652.0,The Noodle,面面店,0,1,0,0,0,0,0,0,0
617,2081.0,10133.0,Hua Rong,华榕,0,0,0,0,0,0,0,1,0
618,474.0,7768.0,Jade Garden restaurant,翠玉,0,0,1,0,0,1,0,0,0
619,2774.0,29042.0,Dynasty Chinese Food,朝代,0,0,1,0,1,0,0,0,0
620,3389.0,5350.0,Ming House,喜龙楼,0,0,0,0,0,1,0,0,0
621,516.0,14965.0,All season dinner,四季窝清粥小菜,0,0,0,0,0,0,0,0,0
622,1884.0,18286.0,Great wok,明兴,0,1,1,0,0,0,0,0,0
