,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,index,English_Name,Chinese_Name,Literal_Translation,Dish Type,Creative Translation (1 = yes),Rating,Category_EN_1,Category_EN_2,Category_EN_3,Category_CH_1,Category_CH_2,Category_CH_3,Translation(Literal = 1),Address,Area,Website,Order Website,Metric 1 Retain Meanings,Metric 2 Similarities,Metric 3 Creativity,chatGPT_translation,embedding_similarity,BERT_F1,BERT_precision,BERT_recall
83,83,83,83,95,MDM Noodles,面对面,Face to Noodles,Fusion,0,4.4,Specialty,,,Pun_Creative,Specialty,,0,"351 Washington St, Brighton, MA 02135",0,http://www.mdmnoodles.com/?utm_source=gmb&utm_medium=website,,0.5,0.5,0,Face to Face,0.137,0.969814121723175,0.9717525243759155,0.9678834080696106
84,84,84,84,96,Dumpling Kitchen,心厨,Heart Kitchen,Fusion,0,3.3,Specialty,Ambiance,,Positivity,Ambiance,,0,"217 Highland Ave, Somerville, MA 02143",0,https://www.dumplingkitchen.net/,,0.5,0.3333333333333333,1,Heart Kitchen,0.5053,0.9765266180038452,0.9748413562774658,0.9782177209854126
85,85,85,85,97,China Garden Restaurant,顿嘉,Dun Jia,Fusion,0,3.7,Origin,Ambiance,,Names,,,0,"256 Highland Ave, Malden, MA 02148",0,,,0.0,0.0,2,Dun Jia,0.3182,0.9801247715950012,0.9797731041908264,0.9804767370223999
86,86,86,86,98,Chow N Joy,厨乐,Kitchen Joy,Fusion,1,3.8,Positivity,,,Positivity,,,0,"626 Somerville Ave, Somerville, MA 02143",0,https://www.chownjoysomervillema.com/#/,,1.0,1.0,0,Kitchen Joy,0.5253,0.9781970381736755,0.981804370880127,0.9746161699295044
87,87,87,87,99,Changsho,常熟,Always Familiar,Fusion,0,4.1,Romanized,,,Positivity,,,0,"1712 Massachusetts Ave, Cambridge, MA 02138",0,http://changshorestaurant.com/,,0.0,0.0,1,Changshu,0.8055,0.981501042842865,0.9808177351951599,0.9821853041648865
88,88,88,88,100,China House,中国楼,China House,Fusion,0,4.0,Origin,Ambiance,,Origin,Ambiance,,1,"234 Upper Main St, Edgartown, MA 02539",1,http://www.mvchinahouse.com/,,1.0,1.0,0,China Building,0.7657,0.9609907269477844,0.9555451273918152,0.9664987921714783
89,89,89,89,101,Golden Place,锦煌,Splendor Bright,Fusion,0,4.1,Positivity,Ambiance,,Positivity,,,0,"4 Barlows Landing Rd #2, Pocasset, MA 02559",1,http://goldenplacecapecod.com/index.html,,1.0,0.5,1,Golden Splendor,0.5307,0.9922126531600952,0.9922126531600952,0.9922126531600952
90,90,90,90,103,Asian Paradise,亚洲城,Asia City,Fusion,0,4.5,Origin,Ambiance,,Origin,Ambiance,,0,"1587 Main St, West Chatham, MA 02669",1,http://www.asianparadiseonline.com/,,1.0,1.0,0,Asia City,0.6673,0.9690893888473511,0.9696118235588074,0.9685674905776978
91,91,91,91,105,Double Dragon Inn,双龙,Double Dragon,Fusion,0,4.2,Culture,Ambiance,,Culture,,,1,"59 MA-6A, Orleans, MA 02653",1,http://www.doubledragonorleans.com/,,1.0,0.5,1,Double Dragon,0.7136,0.978816568851471,0.9779753088951111,0.9796592593193054
92,92,92,92,107,Kung Fu Dumplings,功夫饺子,Kung Fu Dumplings,Dumplings,0,4.3,Culture,Specialty,,Specialty,Culture,,1,"293 Commercial St, Provincetown, MA 02657",1,http://kung-fu-dumplings.square.site/,,1.0,1.0,0,Kung Fu Dumplings,1.0,0.9764944911003113,0.9751819968223572,0.9778105616569519
93,93,93,93,112,Panda Garden,熊家园,Bear Garden,Fusion,0,3.6,Culture,Ambiance,,Ambiance,,,0,"95 Main St, Lee, MA 01238",1,,,1.0,0.5,1,Bear Home Garden,0.4928,0.9705883860588074,0.9636725187301636,0.9776041507720947
94,94,94,94,113,Red Apple,红苹果,Red Apple,Fusion,0,4.1,Other,,,Positivity,,,1,"23 Park Plaza A, Lee, MA 01238",1,http://places.singleplatform.com/red-apple-81/menu?ref=google,,0.0,0.0,1,Red Apple,1.0,0.9748236536979675,0.978831946849823,0.9708479642868042
95,95,95,95,115,The East Asian Cuisine,龙,Dragon,Fusion,0,4.2,Origin,,,Culture,,,0,"305 Stockbridge Rd, Great Barrington, MA 01230",1,http://www.theeastasiancuisine.com/,,0.0,0.0,1,Dragon,0.217,0.9770236611366272,0.9779601097106934,0.9760891199111938
96,96,96,96,120,Park's Asian Bistro & Sushi Bar,御膳房,Royal Kitchen,Fusion,0,4.5,Origin,Ambiance,Names,Positivity,Ambiance,,0,"3 Park St, Rehoboth, MA 02769",1,http://www.parksasianbistro.com/,,0.5,0.25,2,Imperial Meal Room,0.3338,0.9718106389045715,0.9708332419395447,0.972790002822876
97,97,97,97,123,Panda Garden Chinese Restaurant,百里香,Hundred Miles Delicious,Fusion,0,4.3,Culture,Origin,Ambiance,Positivity,,,0,"49 Main St, Williamsburg, MA 01096",1,https://www.pandawilliamsburg.com/,,0.0,0.0,3,Hundred Miles Fragrance,0.1272,0.9763393402099609,0.9743192195892334,0.9783679842948914
98,98,98,98,124,West Lake Gourmet Chinese Restaurant,西湖,West Lake,Fusion,0,4.4,Location,Culture,Origin,Location,Culture,,1,"15 College Hwy, Southampton, MA 01073",1,https://westlakegourmet.com/,,1.0,0.6666666666666666,1,West Lake,0.5581,0.9817131757736206,0.9820504188537598,0.9813759922981262
99,99,99,99,129,New Fortune,鸿运,Good Fortune,Fusion,0,4.4,Positivity,,,Positivity,,,0,"249 Mohawk Trail, Greenfield, MA 01301",1,http://newfortunegreenfield.com/,,1.0,1.0,0,Good Luck'],0.2643,0.9932111501693726,0.9942152500152588,0.9922090768814087
